CNTYVTD,VTDKEY,BlacklockR_18G_Sup Ct 2,KirklandD_18G_Sup Ct 2
"3730014",7074,325,50
"3730015",7075,440,55
"3730016",7076,1707,288
"3730017",7077,516,84
"3730018",7078,90,176
"3730019",7079,1369,607
"3730020",7080,1383,617
"3730021",7081,479,132
"3750121",7082,969,244
"3750122",7083,820,285
"3750123",7084,1250,597
"3750124",7085,1004,297
"3750125",7086,1222,593
"3750126",7087,723,378
"3750221",7088,257,237
"3750222",7089,263,186
"3750223",7090,265,338
"3750224",7091,579,418
"3750225",7092,268,264
"3750321",7093,1359,128
"3750322",7094,100,17
"3750323",7095,1876,319
"3750324",7096,2132,504
"3750325",7097,984,337
"3750326",7098,1067,212
"3750327",7099,462,99
"3750421",7100,159,267
"3750422",7101,445,713
"3750424",7102,188,324
"3750425",7103,247,310
"3750426",7104,116,93
"3750427",7105,89,99
"3770001",7106,81,106
"3770002",7107,42,128
"3770003",7108,3,15
"3770004",7109,38,219
"3770005",7110,27,130
"3770006",7111,11,4
"3770007",7112,213,556
"3790101",7113,617,66
"3790102",7114,319,72
"3790203",7115,738,99
"3790204",7116,308,41
"3790305",7117,448,75
"3790306",7118,420,135
"3790407",7119,468,82
"3790408",7120,395,77
"3810110",7121,2433,359
"3810111",7122,1385,626
"3810112",7123,1016,439
"3810114",7124,1078,386
"3810123",7125,625,242
"3810208",7126,2792,605
"3810220",7127,893,219
"3810222",7128,2175,440
"3810227",7129,2597,512
"3810228",7130,2509,544
"3810230",7131,1612,302
"3810305",7132,1273,253
"3810306",7133,1830,421
"3810307",7134,1826,351
"3810309",7135,1667,209
"3810324",7136,2619,536
"3810325",7137,2031,264
"3810415",7138,1837,483
"3810418",7139,2238,564
"3810421",7140,1309,381
"3810426",7141,1477,217
"3810429",7142,1721,582
"3830001",7143,68,34
"3830002",7144,244,37
"3830003A",7145,176,35
"3830003B",7146,19,0
"3830004",7147,160,28
"3850001",7148,369,64
"3850002",7149,405,54
"3850003",7150,190,53
"3850004",7151,137,20
"3850006",7152,162,25
"3850007",7153,44,4
"3870001",7154,43,5
"3870002",7155,249,114
"3870003",7156,303,259
"3870004",7157,300,171
"3870005",7158,487,61
"3870007",7159,122,27
"3870009",7160,164,11
"3870010",7161,113,7
"3870011",7162,68,10
"3870013",7163,279,53
"3870014",7164,98,19
"3870017",7165,124,19
"3870018",7166,78,11
"3870019",7167,202,31
"3870020",7168,44,39
"3870021",7169,64,25
"3870024",7170,87,26
"3870027",7171,213,15
"3870028",7172,99,40
"3870029",7173,75,27
"3870030",7174,67,3
"3870031",7175,84,6
"3890001",7176,36,62
"3890002",7177,110,159
"3890003",7178,151,163
"3890004",7179,24,6
"3890005",7180,78,103
"3890006",7181,22,27
"3890007",7182,169,137
"3890008",7183,51,63
"3890010",7184,116,169
"3890011",7185,69,169
"3890012",7186,192,157
"3910001",7187,89,94
"3910002",7188,387,107
"3910003",7189,280,96
"3910004",7190,44,129
"391001A",7191,96,144
"391002A",7192,110,17
"391002B",7193,101,53
"391003A",7194,258,84
"391004A",7195,121,99
"391004B",7196,71,41
"3930001",7197,114,1
"3930002",7198,116,4
"3930003",7199,78,9
"39304-1",7200,63,2
"39304-2",7201,65,3
"3950001",7202,368,339
"3950002",7203,443,292
"3950003",7204,309,48
"3950004",7205,267,37
"3950005",7206,612,214
"3950006",7207,687,165
"3950007",7208,21,24
"3950008",7209,163,18
"3950011",7210,474,147
"3950013",7211,116,13
"3950016",7212,78,14
"3950018",7213,46,6
"3950019",7214,309,39
"3950022",7215,93,450
"3950023",7216,145,165
"3970001A",7217,2337,953
"3970001B",7218,0,0
"3970002",7219,1906,711
"3970003",7220,135,137
"3970004",7221,1202,309
"397001AA",7222,1057,559
"397001AB",7223,326,176
"397001B",7224,2771,858
"397001C",7225,1610,487
"397002A",7226,1838,877
"397002B",7227,762,407
"397002C",7228,2714,694
"397003A",7229,340,400
"397003B",7230,975,724
"397003C",7231,1510,310
"397003D",7232,3156,877
"397004A",7233,2992,1507
"397004B",7234,539,268
"397004C",7235,1303,473
"3990001",7236,567,97
"3990002",7237,45,15
"3990003",7238,559,84
"3990004A",7239,131,25
"3990004B",7240,7,0
"3990005",7241,94,6
"3990006",7242,77,5
"3990007",7243,372,57
"3990008",7244,358,35
"3990009",7245,370,50
"3990010",7246,225,14
"4010111",7247,422,82
"4010112",7248,786,161
"4010113",7249,1195,305
"4010114",7250,656,144
"4010201",7251,368,90
"4010212",7252,418,82
"4010213",7253,830,179
"4010214",7254,1145,346
"4010215",7255,820,292
"4010302",7256,284,259
"4010303",7257,380,317
"4010314A",7258,471,55
"4010314B",7259,43,4
"4010315",7260,409,38
"4010316",7261,239,20
"4010317",7262,173,122
"4010318",7263,464,128
"4010319",7264,114,87
"4010404",7265,800,154
"4010405",7266,577,136
"4010416",7267,406,79
"4010417",7268,582,162
"4010418",7269,955,227
"4030001",7270,937,98
"4030002",7271,748,92
"4030003",7272,151,76
"4030004",7273,134,11
"4030005",7274,482,46
"4030006",7275,778,121
"4030007",7276,42,51
"4030008",7277,142,20
"4050001",7278,418,220
"4050002",7279,108,85
"4050003",7280,91,38
"4050004",7281,152,61
"4050005",7282,164,26
"4050006",7283,148,23
"4050007",7284,158,35
"4050008",7285,332,31
"4050009",7286,444,58
"4050010",7287,189,23
"4050011",7288,6,153
"4070001",7289,1155,320
"4070002",7290,1290,333
"4070003",7291,542,128
"4070004",7292,387,29
"4070005",7293,867,134
"4070006",7294,972,213
"4070007",7295,905,305
"4070008",7296,443,138
"4070010",7297,278,54
"4070013",7298,301,60
"4070014",7299,249,100
"4090101",7300,114,106
"4090102",7301,564,551
"4090103",7302,169,26
"4090104",7303,412,229
"4090105",7304,174,459
"4090106",7305,410,227
"4090107",7306,86,45
"4090108",7307,1445,521
"4090109",7308,942,364
"4090110",7309,435,333
"4090111",7310,22,3
"4090112",7311,72,330
"4090113",7312,125,287
"4090114",7313,643,215
"4090115",7314,1309,408
"4090116",7315,1688,491
"4090117",7316,158,61
"4090118",7317,318,541
"4090119",7318,457,186
"4090120",7319,284,96
"4090121",7320,618,290
"4090122",7321,264,120
"4090123",7322,30,23
"4090124",7323,573,763
"4090125",7324,18,8
"4110001",7325,459,67
"411002A",7326,321,33
"411002B",7327,152,14
"411003A",7328,232,45
"411003B",7329,162,29
"411004A",7330,410,35
"411004B",7331,62,5
"4130001",7332,203,73
"4130002",7333,183,56
"4130003",7334,48,40
"4130004",7335,275,45
"4150005",7336,56,7
"4150006",7337,135,18
"4150007",7338,951,152
"4150008",7339,361,53
"4150009",7340,253,18
"4150010",7341,636,73
"4150011",7342,69,5
"4150012",7343,502,118
"4150013",7344,224,39
"4150014",7345,66,14
"4150015",7346,398,148
"4170101",7347,275,32
"4170202",7348,332,18
"4170303",7349,132,9
"4170307",7350,157,12
"4170404",7351,22,0
"4170405",7352,106,13
"4170406A",7353,137,16
"4170406B",7354,2,0
"4190002",7355,381,41
"4190003",7356,164,9
"4190004",7357,336,53
"4190005",7358,902,93
"4190006",7359,260,53
"4190007",7360,291,119
"4190008",7361,366,176
"419001N",7362,579,112
"419001S",7363,695,169
"419001W",7364,203,33
"419009N",7365,461,112
"419009S",7366,402,76
"41901SE",7367,262,345
"41901SW",7368,562,91
"4210101",7369,36,5
"4210102",7370,102,18
"4210201",7371,68,17
"4210202",7372,61,0
"4210301",7373,64,11
"4210302",7374,107,10
"4210401",7375,261,22
"4230001",7376,58,95
"4230002",7377,57,233
"4230003",7378,1050,378
"4230004",7379,370,341
"4230005",7380,2078,320
"4230006",7381,376,90
"4230007",7382,809,242
"4230008",7383,593,178
"4230009",7384,42,97
"4230010",7385,691,788
"4230011",7386,117,631
"4230012",7387,260,764
"4230013",7388,20,674
"4230014",7389,561,325
"4230015",7390,2602,363
"4230016",7391,70,501
"4230017",7392,472,53
"4230018",7393,42,570
"4230019",7394,2293,410
"4230020",7395,114,156
"4230021",7396,717,218
"4230022",7397,137,111
"4230023",7398,911,380
"4230025",7399,981,287
"4230026",7400,1226,240
"4230027",7401,609,333
"4230028",7402,1764,350
"4230029",7403,817,216
"4230030",7404,2157,389
"4230031",7405,1874,341
"4230032",7406,1172,337
"4230034",7407,166,498
"4230035",7408,520,766
"4230036",7409,266,966
"4230037",7410,952,200
"4230038",7411,835,409
"4230039",7412,120,138
"4230040",7413,2578,444
"4230041",7414,1817,307
"4230042",7415,1960,425
"4230043",7416,388,189
"4230044",7417,1196,742
"4230045",7418,710,76
"4230046",7419,402,171
"4230047",7420,138,65
"4230048",7421,114,90
"4230049",7422,41,72
"4230050",7423,1129,349
"4230052",7424,1032,184
"4230054",7425,1335,523
"4230055",7426,1679,853
"4230056",7427,1511,507
"4230058",7428,1499,423
"4230059",7429,1619,456
"4230060",7430,89,148
"4230061",7431,611,482
"4230063",7432,6,30
"4230064",7433,48,37
"4230065",7434,35,38
"4230066",7435,169,154
"4230070",7436,186,102
"4230071",7437,2000,461
"4230072",7438,70,43
"4230073",7439,161,145
"4230074",7440,167,30
"4230075",7441,1682,245
"4230076",7442,69,173
"4230077",7443,117,97
"4230078",7444,77,17
"4230079",7445,1628,408
"4230080",7446,10,2
"4230081",7447,42,83
"4230082",7448,8,11
"4250001",7449,613,110
"4250002",7450,875,172
"4250003",7451,754,161
"4250004",7452,759,125
"4270001",7453,254,631
"4270002",7454,297,878
"4270003",7455,133,420
"4270004",7456,126,128
"4270005",7457,16,31
"4270006",7458,501,2151
"4270007",7459,59,270
"4270008",7460,160,697
"4270009",7461,215,771
"4270010",7462,459,1340
"4291-11",7463,489,73
"4292-11",7464,618,78
"4292-19A",7465,41,1
"4292-19B",7466,96,7
"4292-19C",7467,0,0
"4293-11",7468,216,48
"4293-19",7469,237,18
"4294-11",7470,270,49
"4294-19",7471,447,40
"4295-11",7472,188,10
"4310001A",7473,95,7
"4310001B",7474,28,4
"4310002A",7475,63,9
"4310002B",7476,6,0
"4310002C",7477,10,1
"4310002D",7478,3,0
"4310002E",7479,0,0
"4310003",7480,138,5
"4310004",7481,101,9
"4330001",7482,129,21
"4330002",7483,119,34
"4330003",7484,117,26
"4330004",7485,98,39
"4350101",7486,148,79
"4350201",7487,269,38
"4350301",7488,359,75
"4350401",7489,151,68
"4370001",7490,196,67
"4370002",7491,351,124
"4370003",7492,315,86
"4370004",7493,81,53
"4370006",7494,118,44
"4370007",7495,199,37
"4370009",7496,14,8
"4370011",7497,112,39
"4391001",7498,482,571
"4391004",7499,663,631
"4391005",7500,21,332
"4391008",7501,4,109
"4391009",7502,477,325
"4391010",7503,27,118
"4391011",7504,30,323
"4391012",7505,452,783
"4391013",7506,140,994
"4391014",7507,108,170
"4391015",7508,215,410
"4391019",7509,60,235
"4391021",7510,1187,571
"4391022",7511,414,332
"4391023",7512,733,695
"4391024",7513,1051,645
"4391025",7514,276,645
"4391034",7515,1426,412
"4391056",7516,26,109
"4391059",7517,18,194
"4391061",7518,5,51
"4391062",7519,8,12
"4391066",7520,121,253
"4391071",7521,373,767
"4391074",7522,22,261
"4391075",7523,56,292
"4391076",7524,311,428
"4391078",7525,14,342
"4391079",7526,19,434
"4391080",7527,24,473
"4391081",7528,270,158
"4391082",7529,108,176
"4391083",7530,57,322
"4391084",7531,0,0
"4391085",7532,120,219
"4391088",7533,85,428
"4391089",7534,20,557
"4391090",7535,23,519
"4391094",7536,284,591
"4391095",7537,370,219
"4391098",7538,48,606
"4391099",7539,88,247
"4391103",7540,606,295
"4391104",7541,107,1164
"4391105",7542,571,513
"4391106",7543,15,898
"4391108",7544,567,536
"4391109",7545,116,353
"4391111",7546,1302,356
"4391117",7547,635,557
"4391119",7548,725,1325
"4391120",7549,56,1188
"4391126",7550,301,703
"4391127",7551,32,701
"4391132",7552,25,614
"4391133",7553,455,609
"4391142",7554,385,398
"4391146",7555,463,903
"4391149",7556,206,876
"4391150",7557,225,583
"4391151",7558,263,387
"4391153",7559,51,808
"4391154",7560,35,168
"4391165",7561,51,94
"4391167",7562,436,455
"4391170",7563,504,980
"4391175",7564,355,479
"4391184",7565,183,273
"4391186",7566,296,111
"4391188",7567,7,269
"4391189",7568,680,774
"4391197",7569,1106,1168
"4391198",7570,62,123
"4391199",7571,165,116
"4391206",7572,1028,528
"4391207",7573,600,746
"4391208",7574,739,348
"4391211",7575,47,865
"4391227A",7576,158,433
"4391227B",7577,0,0
"4391236",7578,147,217
"4391237",7579,107,249
"4391238",7580,542,1003
"4391241",7581,32,86
"4391244",7582,69,32
"4391251",7583,291,1451
"4391255",7584,537,1189
"4391257",7585,270,546
"4391264",7586,586,490
"4391265",7587,505,719
"4391270",7588,141,172
"4391271",7589,1118,404
"4391273",7590,329,689
"4391277A",7591,438,432
"4391277B",7592,0,0
"4391278",7593,169,889
"4391279",7594,332,876
"4391291",7595,42,977
"4391292",7596,170,612
"4391293",7597,86,540
"4391294",7598,832,565
"4391295",7599,123,297
"4391296",7600,872,664
"4391297",7601,54,1174
"4391298",7602,641,738
"4391300",7603,376,872
"4391301",7604,121,883
"4391311",7605,229,824
"4391337",7606,999,468
"4391339",7607,940,710
"4391345",7608,93,99
"4391346",7609,19,400
"4391347",7610,962,1287
"4391348",7611,398,120
"4391351",7612,0,0
"4391352",7613,273,113
"4391366",7614,0,0
"4391376",7615,0,7
"4391377",7616,1137,1214
"4391378",7617,449,1395
"4391380",7618,371,481
"4391382",7619,259,892
"4391388",7620,439,975
"4391394",7621,0,0
"4391404",7622,7,11
"4391407",7623,12,28
"4391408",7624,29,65
"4391412",7625,0,0
"4391414",7626,5,21
"4391415",7627,114,474
"4391416",7628,42,50
"4391418",7629,0,0
"4391420",7630,0,0
"4391423",7631,1423,555
"4391424",7632,11,6
"4391427",7633,0,3
"4391430",7634,2,2
"4391431",7635,797,319
"4391434",7636,3,0
"4391436",7637,193,304
"4391437",7638,249,224
"4391439",7639,6,50
"4391440",7640,190,789
"4391441",7641,71,318
"4391444",7642,8,27
"4391445",7643,19,34
"4391455",7644,0,0
"4391457",7645,2,1
"4391459",7646,228,753
"4391460",7647,252,946
"4391463",7648,187,582
"4391472",7649,72,51
"4391473",7650,14,30
"4391476",7651,13,32
"4391477",7652,55,368
"4391479",7653,19,68
"4391481",7654,24,150
"4391482",7655,29,263
"4391489",7656,255,740
"4391490",7657,81,205
"4391491",7658,1,0
"4391501",7659,114,170
"4391504",7660,926,225
"4391514",7661,0,0
"4391515",7662,9,8
"4391518",7663,83,307
"4391543",7664,0,0
"4391544",7665,0,2
"4391547",7666,0,0
"4391549",7667,0,0
"4391550",7668,1,19
"4391555",7669,1,0
"4391559",7670,32,87
"4391564",7671,0,0
"4391576",7672,4,74
"4391577",7673,58,417
"4391578",7674,160,571
"4391586",7675,0,1
"4391589",7676,45,68
"4391594",7677,0,0
"4391597",7678,35,212
"4391603",7679,318,894
"4391605",7680,0,0
"4391607",7681,0,0
"4391608",7682,247,336
"4391610",7683,0,0
"4391611",7684,4,5
"4391617",7685,4,10
"4391619",7686,2,9
"4391621",7687,17,40
"4391622",7688,15,14
"4391623",7689,0,0
"4391625",7690,0,0
"4391627",7691,121,50
"4391628",7692,0,0
"4391631",7693,55,85
"4391633",7694,7,10
"4391639",7695,402,1680
"4391641",7696,853,1339
"4391642",7697,294,912
"4391651",7698,0,0
"4391652",7699,1,78
"4391672",7700,0,0
"4391674",7701,0,0
"4391676",7702,47,107
"4391677",7703,9,9
"4391678",7704,1,4
"4391679",7705,0,0
"4391684",7706,125,160
"4391701",7707,290,341
"4391704",7708,792,436
"4391710",7709,581,553
"4391714",7710,445,1229
"4391715",7711,242,324
"4391717",7712,551,375
"4391718",7713,189,340
"4391719",7714,1256,593
"4391722",7715,124,132
"4391723",7716,120,192
"4392002",7717,0,3
"4392003",7718,346,260
"4392007",7719,899,501
"4392026",7720,683,531
"4392027",7721,207,383
"4392028",7722,525,289
"4392029",7723,961,556
"4392030",7724,390,1290
"4392031",7725,742,1930
"4392033",7726,567,509
"4392052",7727,500,843
"4392055",7728,699,567
"4392058",7729,0,0
"4392100",7730,142,140
"4392112",7731,899,379
"4392134",7732,134,215
"4392143",7733,178,222
"4392145",7734,239,571
"4392147",7735,412,342
"4392148",7736,271,720
"4392158A",7737,796,658
"4392158B",7738,0,0
"4392161",7739,286,618
"4392168",7740,539,707
"4392169",7741,139,383
"4392171",7742,993,699
"4392173",7743,470,216
"4392174",7744,844,711
"4392180",7745,160,590
"4392181",7746,946,742
"4392190",7747,81,95
"4392205",7748,946,605
"4392210",7749,122,217
"4392217",7750,574,912
"4392219",7751,852,710
"4392220",7752,1040,668
"4392221",7753,484,505
"4392223",7754,903,327
"4392224",7755,326,679
"4392225",7756,112,523
"4392226",7757,314,613
"4392228",7758,978,596
"4392229",7759,679,599
"4392235",7760,482,826
"4392246",7761,493,308
"4392258",7762,252,106
"4392262",7763,410,159
"4392263",7764,318,577
"4392266",7765,1133,737
"4392267",7766,308,694
"4392268",7767,270,387
"4392269",7768,107,123
"4392274A",7769,2,0
"4392274B",7770,0,0
"4392275",7771,187,319
"4392280",7772,571,469
"4392281",7773,465,369
"4392299",7774,240,635
"4392302",7775,138,598
"4392303",7776,828,578
"4392304",7777,912,537
"4392305",7778,598,476
"4392306",7779,835,447
"4392307",7780,1261,940
"4392308",7781,907,702
"4392309",7782,235,424
"4392310",7783,624,495
"4392313",7784,897,537
"4392314",7785,1313,744
"4392315",7786,300,632
"4392316",7787,448,537
"4392317",7788,489,322
"4392318",7789,686,408
"4392319",7790,939,542
"4392320",7791,279,625
"4392341",7792,47,149
"4392349",7793,341,654
"4392353",7794,235,412
"4392354",7795,397,771
"4392355",7796,519,375
"4392356",7797,905,891
"4392357",7798,1195,705
"4392358",7799,910,556
"4392360",7800,1378,589
"4392379",7801,543,1449
"4392381",7802,60,204
"4392383",7803,437,784
"4392393",7804,71,135
"4392401",7805,95,72
"4392402",7806,6,2
"4392403",7807,2,7
"4392405",7808,650,1607
"4392411",7809,38,142
"4392413",7810,79,288
"4392419",7811,0,0
"4392425",7812,753,927
"4392426",7813,897,499
"4392428",7814,68,182
"4392435",7815,792,750
"4392438",7816,387,977
"4392442",7817,583,646
"4392448",7818,500,1025
"4392449",7819,383,821
"4392450",7820,394,888
"4392451",7821,8,61
"4392453",7822,397,809
"4392461",7823,205,767
"4392462",7824,255,639
"4392464",7825,174,125
"4392466",7826,205,458
"4392467",7827,420,813
"4392468",7828,842,641
"4392474",7829,158,61
"4392484",7830,599,1384
"4392488",7831,439,902
"4392505",7832,616,345
"4392506",7833,1514,1167
"4392513",7834,0,0
"4392519",7835,189,432
"4392520",7836,606,553
"4392521",7837,430,332
"4392522",7838,1382,979
"4392523",7839,273,596
"4392524",7840,1216,354
"4392525",7841,450,1168
"4392535",7842,781,412
"4392536",7843,504,599
"4392537",7844,170,502
"4392541",7845,364,904
"4392546",7846,6,30
"4392548",7847,726,273
"4392553",7848,260,520
"4392556",7849,719,471
"4392557",7850,190,476
"4392561",7851,0,0
"4392569",7852,3,22
"4392571",7853,0,0
"4392581",7854,477,822
"4392600",7855,0,0
"4392601",7856,0,0
"4392606",7857,0,8
"4392609",7858,0,0
"4392612",7859,0,0
"4392613",7860,174,654
"4392614",7861,76,119
"4392616",7862,8,26
"4392618",7863,10,24
"4392635",7864,284,631
"4392636",7865,820,548
"4392643",7866,572,897
"4392644",7867,492,1188
"4392645",7868,880,414
"4392655",7869,166,373
"4392656",7870,7,34
"4392657",7871,4,10
"4392658",7872,57,168
"4392659",7873,3,4
"4392660",7874,77,55
"4392670",7875,26,46
"4392673",7876,0,0
"4392675",7877,0,0
"4392680",7878,0,0
"4392681",7879,0,0
"4392697",7880,648,859
"4392699",7881,734,1282
"4392708",7882,502,789
"4392712",7883,877,916
"4392721",7884,710,408
"4392726",7885,388,844
"4392727",7886,237,178
"4393032",7887,535,299
"4393035",7888,1696,829
"4393036",7889,505,585
"4393037",7890,1163,616
"4393038",7891,1011,863
"4393039",7892,1018,483
"4393040",7893,1243,589
"4393041",7894,846,588
"4393043",7895,1374,490
"4393049",7896,1493,525
"4393054",7897,1402,763
"4393063",7898,762,350
"4393072",7899,1254,460
"4393114",7900,1074,591
"4393131",7901,652,332
"4393139",7902,409,306
"4393140",7903,710,358
"4393152",7904,16,5
"4393156",7905,811,292
"4393157",7906,649,583
"4393160",7907,573,568
"4393164",7908,626,403
"4393166",7909,585,646
"4393172",7910,833,615
"4393176",7911,1160,780
"4393177",7912,1157,443
"4393183",7913,1071,1032
"4393185",7914,2,0
"4393187",7915,530,361
"4393192",7916,388,93
"4393193",7917,1635,564
"4393194",7918,674,417
"4393196",7919,1002,464
"4393200",7920,866,603
"4393209",7921,2021,653
"4393212",7922,550,559
"4393213",7923,592,402
"4393214",7924,941,620
"4393215",7925,1061,431
"4393216",7926,1076,995
"4393240",7927,893,535
"4393247",7928,413,488
"4393248",7929,1856,797
"4393249",7930,1049,963
"4393254",7931,682,589
"4393260",7932,684,320
"4393282",7933,655,375
"4393283",7934,726,378
"4393286",7935,452,120
"4393287",7936,873,536
"4393289",7937,938,509
"4393321",7938,921,611
"4393322",7939,941,510
"4393323",7940,1805,678
"4393324",7941,856,452
"4393325",7942,419,207
"4393326",7943,278,183
"4393327",7944,662,405
"4393329",7945,601,787
"4393330",7946,583,235
"4393331",7947,2169,755
"4393332",7948,855,693
"4393333",7949,1593,970
"4393334",7950,693,593
"4393335",7951,913,512
"4393336",7952,730,1016
"4393359",7953,974,465
"4393361",7954,1173,697
"4393363",7955,1402,546
"4393364",7956,272,243
"4393365",7957,2034,735
"4393367",7958,728,401
"4393368",7959,387,162
"4393372",7960,1209,720
"4393384",7961,575,453
"4393385",7962,1408,651
"4393386",7963,1150,455
"4393387",7964,1029,377
"4393389",7965,1037,1181
"4393390",7966,1995,781
"4393391",7967,644,846
"4393392",7968,1108,410
"4393396",7969,1296,846
"4393398",7970,571,317
"4393406",7971,0,0
"4393409",7972,9,2
"4393417",7973,794,455
"4393421",7974,742,250
"4393422",7975,748,247
"4393433",7976,310,113
"4393443",7977,850,562
"4393446",7978,0,0
"4393447",7979,0,0
"4393465",7980,1085,807
"4393469A",7981,483,337
"4393469B",7982,0,0
"4393470",7983,62,22
"4393471",7984,904,320
"4393486",7985,1231,731
"4393500",7986,210,60
"4393502",7987,845,230
"4393507",7988,798,565
"4393509",7989,717,460
"4393510",7990,1565,564
"4393511",7991,671,835
"4393516",7992,978,439
"4393517",7993,657,620
"4393526",7994,653,252
"4393527",7995,1014,484
"4393529",7996,1092,525
"4393530",7997,1143,670
"4393538",7998,1609,826
"4393539",7999,6,2
"4393542",8000,940,582
"4393545",8001,1222,490
"4393552",8002,1045,882
"4393554",8003,1439,571
"4393558",8004,1695,676
"4393560",8005,0,0
"4393562",8006,78,24
"4393566",8007,0,1
"4393567",8008,1278,384
"4393570",8009,947,665
"4393574",8010,112,141
"4393575",8011,0,0
"4393579",8012,454,145
"4393580",8013,0,0
"4393582",8014,28,1
"4393583",8015,0,0
"4393584",8016,0,0
"4393585",8017,0,0
"4393590",8018,0,0
"4393624",8019,125,82
"4393626",8020,361,126
"4393637",8021,623,554
"4393646",8022,1072,704
"4393647",8023,1069,792
"4393648",8024,1271,793
"4393653",8025,1,0
"4393654",8026,0,0
"4393661",8027,0,0
"4393662",8028,5,1
"4393663",8029,2,2
"4393664",8030,0,0
"4393665",8031,11,0
"4393667",8032,55,18
"4393668",8033,195,58
"4393669",8034,2,1
"4393671",8035,307,134
"4393695",8036,1423,847
"4393696",8037,1284,810
"4393698",8038,1281,970
"4393700",8039,599,361
"4393706",8040,787,520
"4393709",8041,568,339
"4393716",8042,955,372
"4393720",8043,1433,478
"4393725",8044,940,431
"4393728",8045,805,387
"4393729",8046,3,2
"4394006",8047,89,331
"4394016",8048,494,519
"4394017",8049,179,838
"4394018",8050,358,188
"4394020",8051,436,301
"4394042",8052,288,245
"4394044A",8053,1129,419
"4394044B",8054,0,0
"4394045",8055,1175,414
"4394046",8056,1657,498
"4394047",8057,1289,323
"4394048",8058,54,240
"4394050",8059,63,419
"4394051",8060,1,3
"4394053",8061,397,251
"4394057",8062,244,176
"4394060",8063,304,851
"4394065",8064,1629,428
"4394067",8065,100,502
"4394068",8066,89,417
"4394069",8067,682,385
"4394070",8068,720,685
"4394073",8069,123,100
"4394077",8070,82,115
"4394086",8071,1192,521
"4394087",8072,31,199
"4394091",8073,819,443
"4394092",8074,60,315
"4394093",8075,127,608
"4394096",8076,200,496
"4394097",8077,124,409
"4394101",8078,215,316
"4394102",8079,228,258
"4394107",8080,77,324
"4394110",8081,83,387
"4394113",8082,116,59
"4394115",8083,370,76
"4394116",8084,782,647
"4394118",8085,347,399
"4394121",8086,745,529
"4394122",8087,112,491
"4394123",8088,102,469
"4394124",8089,369,378
"4394125",8090,119,136
"4394128",8091,842,510
"4394129",8092,505,274
"4394130",8093,1141,602
"4394135",8094,358,326
"4394136",8095,518,628
"4394137",8096,563,376
"4394138",8097,176,170
"4394141",8098,769,592
"4394144",8099,548,306
"4394155",8100,262,813
"4394159",8101,430,326
"4394162",8102,102,144
"4394163",8103,476,373
"4394178",8104,1113,721
"4394179",8105,276,352
"4394182",8106,1211,817
"4394191",8107,432,227
"4394195",8108,88,470
"4394201",8109,66,404
"4394202",8110,357,405
"4394203",8111,352,551
"4394204",8112,953,723
"4394218",8113,303,281
"4394222",8114,253,278
"4394230",8115,1327,939
"4394231",8116,104,531
"4394232",8117,641,700
"4394233",8118,114,488
"4394234",8119,1252,709
"4394239",8120,49,25
"4394242",8121,259,98
"4394243",8122,415,383
"4394245A",8123,5,52
"4394245B",8124,0,0
"4394245C",8125,0,0
"4394250",8126,852,707
"4394252",8127,307,314
"4394253",8128,133,133
"4394256",8129,64,280
"4394259",8130,540,178
"4394261",8131,756,773
"4394272",8132,190,110
"4394276",8133,691,502
"4394284",8134,121,32
"4394285",8135,107,166
"4394288",8136,14,68
"4394290",8137,676,548
"4394312",8138,16,54
"4394328",8139,359,305
"4394338",8140,1018,826
"4394340",8141,898,309
"4394342",8142,911,623
"4394343",8143,845,406
"4394344",8144,607,357
"4394350",8145,397,520
"4394362",8146,2,1
"4394369",8147,1333,760
"4394370",8148,0,0
"4394371",8149,1168,261
"4394373",8150,108,40
"4394374",8151,670,572
"4394375",8152,1117,483
"4394395",8153,248,63
"4394397",8154,110,86
"4394399",8155,99,33
"4394400",8156,80,70
"4394410",8157,707,704
"4394429",8158,476,349
"4394432",8159,3,12
"4394452",8160,667,633
"4394454",8161,782,461
"4394456",8162,464,260
"4394458",8163,3,1
"4394475",8164,11,33
"4394478",8165,0,0
"4394480",8166,400,146
"4394483",8167,10,13
"4394485",8168,86,88
"4394487",8169,0,0
"4394492",8170,208,312
"4394493",8171,448,411
"4394494",8172,1,0
"4394495",8173,25,46
"4394496",8174,96,192
"4394497",8175,362,719
"4394498",8176,285,139
"4394499",8177,916,933
"4394503",8178,148,294
"4394508",8179,1112,911
"4394512",8180,0,0
"4394528",8181,1200,847
"4394531",8182,982,543
"4394532",8183,601,167
"4394533",8184,453,302
"4394534",8185,1171,757
"4394540",8186,845,742
"4394551",8187,1170,734
"4394563",8188,0,0
"4394565",8189,14,8
"4394568",8190,19,10
"4394572",8191,5,16
"4394573",8192,0,0
"4394587",8193,0,94
"4394588",8194,1362,952
"4394591",8195,831,717
"4394592",8196,0,0
"4394593",8197,62,69
"4394595",8198,19,17
"4394596",8199,15,40
"4394598",8200,0,0
"4394599",8201,995,812
"4394602",8202,0,0
"4394604",8203,1,2
"4394615",8204,0,0
"4394620",8205,7,17
"4394629",8206,0,0
"4394630",8207,0,0
"4394632",8208,0,0
"4394634",8209,312,372
"4394638",8210,696,523
"4394640",8211,138,293
"4394649",8212,1106,543
"4394650",8213,799,612
"4394666",8214,0,0
