CNTYVTD,VTDKEY,SlaughterR_18G_CCA 8,AshL_18G_CCA 8
"0410094B",1215,0,0
"0410094C",1216,0,0
"0410095",1217,0,0
"0410096",1218,2,0
"0410097",1219,0,0
"0410098",1220,2,1
"0410099",1221,0,0
"0410100",1222,0,0
"0410101A",1223,18,2
"0410101B",1224,0,0
"0410101C",1225,0,0
"0410101D",1226,0,0
"0410102",1227,0,0
"0410103",1228,0,0
"0430001",1229,749,308
"0430002",1230,362,237
"0430003",1231,135,62
"0430004",1232,502,249
"0430005",1233,37,27
"0430006",1234,187,136
"0430007",1235,16,33
"0430008",1236,173,192
"0450001",1237,70,5
"0450002",1238,142,8
"0450003",1239,131,9
"0450004",1240,176,13
"0450006",1241,29,2
"0470001",1242,137,125
"0470002",1243,161,126
"0470003",1244,98,83
"0470004",1245,189,133
"047003S",1246,61,21
"0490101",1247,1213,92
"0490105",1248,851,62
"0490109",1249,166,4
"0490113",1250,916,61
"0490202",1251,451,40
"0490204",1252,323,77
"0490212",1253,439,23
"0490214",1254,361,30
"0490215",1255,156,3
"0490303",1256,516,59
"0490306",1257,923,47
"0490307",1258,372,25
"0490308",1259,306,12
"0490316",1260,143,4
"0490318",1261,839,57
"0490410",1262,1206,65
"0490411",1263,429,70
"0490417",1264,1008,54
"0510113",1265,357,13
"0510114",1266,686,70
"0510203",1267,205,19
"0510204",1268,369,22
"0510207",1269,167,12
"0510211",1270,489,31
"0510215",1271,180,14
"0510301",1272,612,54
"0510305",1273,287,28
"0510308",1274,227,11
"0510309",1275,400,30
"0510406",1276,342,52
"0510410",1277,854,76
"0530001",1278,809,66
"0530002",1279,1210,152
"0530003",1280,461,78
"0530004",1281,1125,191
"0530005",1282,524,70
"0530006",1283,298,43
"0530007",1284,346,33
"0530008",1285,611,63
"0530009",1286,1371,137
"0530010",1287,689,95
"0530011",1288,224,16
"0530012",1289,788,106
"0530013",1290,419,62
"0530014",1291,283,26
"0530015",1292,345,52
"0530016",1293,258,29
"0530017",1294,919,87
"0530018",1295,483,91
"0530019",1296,1897,218
"0530020",1297,1479,226
"0550100",1298,134,95
"0550101",1299,210,124
"0550102",1300,299,74
"0550103",1301,768,318
"0550104",1302,217,47
"0550105",1303,29,17
"0550107",1304,0,0
"0550108",1305,31,14
"0550109",1306,14,0
"0550110",1307,44,12
"0550111",1308,284,149
"0550112",1309,0,0
"0550113",1310,0,0
"0550114",1311,0,0
"0550115",1312,0,0
"0550116",1313,0,0
"0550117",1314,0,0
"0550118",1315,52,22
"0550201",1316,337,85
"0550202",1317,433,113
"0550203",1318,446,85
"0550204",1319,587,118
"0550205",1320,160,19
"0550206",1321,289,83
"0550301",1322,297,186
"0550302",1323,441,201
"0550303",1324,288,132
"0550305",1325,176,48
"0550306",1326,89,62
"0550307",1327,0,0
"0550400",1328,25,10
"0550401",1329,145,147
"0550402",1330,353,311
"0550404",1331,377,232
"0550405",1332,373,152
"0550407",1333,4,2
"0550408",1334,4,3
"0550409",1335,13,3
"0550410",1336,0,0
"0550411",1337,0,0
"0550412",1338,64,53
"0570001",1339,53,43
"0570002",1340,155,89
"0570003",1341,17,7
"0570004",1342,133,39
"0570005",1343,122,14
"0570006",1344,221,33
"0570007",1345,139,52
"0570008",1346,71,43
"0570009",1347,9,6
"0570010",1348,40,11
"0570011",1349,156,19
"0570012",1350,586,64
"0570013",1351,9,6
"0570014",1352,46,17
"0570015",1353,60,11
"0570016",1354,352,79
"0570017",1355,250,48
"0570018",1356,141,31
"0570019",1357,271,26
"0570020",1358,18,2
"0570021",1359,62,6
"0570022",1360,125,16
"0570023",1361,140,13
"0570024",1362,632,66
"0570025",1363,520,32
"0590001",1364,1065,101
"0590002",1365,913,81
"0590003",1366,983,68
"0590004",1367,796,31
"0590005",1368,75,4
"0590006",1369,360,38
"0590007",1370,246,17
"0610001",1371,408,215
"0610002",1372,177,43
"0610003",1373,406,279
"0610004",1374,739,413
"0610005",1375,75,72
"0610006",1376,103,128
"0610007",1377,44,55
"0610008",1378,63,57
"0610009",1379,185,239
"0610010",1380,156,201
"0610011",1381,232,247
"0610012",1382,428,317
"0610013",1383,88,63
"0610014",1384,318,273
"0610015",1385,342,304
"0610016",1386,237,125
"0610017",1387,438,402
"0610018",1388,340,274
"0610019",1389,266,228
"0610020",1390,344,129
"0610021",1391,327,277
"0610022",1392,316,261
"0610023",1393,52,21
"0610024",1394,133,131
"0610025",1395,114,88
"0610026",1396,676,305
"0610027",1397,317,301
"0610028",1398,299,149
"0610029",1399,748,272
"0610030",1400,300,120
"0610031",1401,59,50
"0610032",1402,577,251
"0610033",1403,84,73
"0610034",1404,54,28
"0610035",1405,365,139
"0610036",1406,414,249
"0610037",1407,143,165
"0610038",1408,194,107
"0610039",1409,156,111
"0610040",1410,352,255
"0610041",1411,489,374
"0610042",1412,127,114
"0610043",1413,164,126
"0610044",1414,992,380
"0610045",1415,214,226
"0610046",1416,545,456
"0610047",1417,118,133
"0610048",1418,576,426
"0610049",1419,114,97
"0610050",1420,933,495
"0610051",1421,149,92
"0610052",1422,786,262
"0610053",1423,302,391
"0610054",1424,739,640
"0610055",1425,549,368
"0610056",1426,515,212
"0610057",1427,180,66
"0610058",1428,737,332
"0610059",1429,71,47
"0610060",1430,126,95
"0610061",1431,386,322
"0610062",1432,423,420
"0610063",1433,260,262
"0610064",1434,607,252
"0610065",1435,484,304
"0610066",1436,975,506
"0610067",1437,1012,343
"0610068",1438,242,275
"0610069",1439,414,438
"0610070",1440,107,119
"0610071",1441,320,377
"0610072",1442,531,509
"0610073",1443,667,558
"0610074",1444,501,509
"0610075",1445,327,381
"0610076",1446,237,141
"0610077",1447,268,355
"0610078",1448,662,347
"0610079",1449,699,333
"0610080",1450,1297,465
"0610081",1451,289,158
"0610082",1452,246,256
"0610083",1453,261,132
"0610084",1454,550,232
"0610085",1455,316,111
"0610086",1456,183,166
"0610087",1457,581,167
"0610088",1458,426,349
"0610095",1459,138,116
"0610096",1460,157,200
"0610097",1461,82,95
"0610098",1462,594,524
"0610099",1463,68,28
"0610100",1464,459,380
"0610101",1465,136,108
"0610102",1466,380,263
"0610103",1467,50,49
"0610104",1468,22,21
"0610105",1469,10,7
"0610106",1470,465,314
"0610107",1471,81,73
"0610108",1472,0,0
"0610109",1473,0,0
"0631001",1474,696,114
"0632002",1475,938,127
"0633003",1476,436,148
"0634004",1477,753,92
"0650101",1478,268,18
"0650102",1479,49,1
"0650103",1480,202,26
"0650201",1481,555,38
"0650301",1482,355,31
"0650302",1483,176,9
"0650401",1484,401,36
"0650402",1485,169,4
"0670001",1486,1347,111
"0670002",1487,180,15
"0670004",1488,168,20
"0670005",1489,387,25
"0670006",1490,257,8
"0670007",1491,797,58
"0670009",1492,421,46
"0670011",1493,250,30
"0670012",1494,318,43
"0670014",1495,955,74
"0670015",1496,297,17
"0670016",1497,242,11
"0670017",1498,1449,95
"0670018",1499,289,7
"0670019",1500,233,9
"0670021",1501,144,6
"067013T",1502,444,78
"067020E",1503,120,9
"0690101",1504,121,24
"0690105",1505,25,2
"0690201",1506,145,20
"0690206",1507,69,5
"0690301",1508,388,28
"0690307",1509,74,1
"0690401",1510,95,11
"0690408",1511,324,6
"0710001",1512,287,37
"0710002",1513,272,52
"0710003",1514,173,36
"0710004",1515,1829,143
"0710005",1516,1225,98
"0710006",1517,833,132
"0710007",1518,964,115
"0710008",1519,2241,185
"0710009",1520,154,12
"0710010",1521,2096,171
"0710011",1522,974,156
"0710012",1523,525,89
"0710013",1524,0,0
"0710014",1525,180,18
"0710015",1526,731,220
"0730012",1527,578,62
"0730013",1528,555,45
"0730014",1529,732,40
"0730015",1530,1186,141
"0730022",1531,229,28
"0730023",1532,522,41
"0730024",1533,666,81
"0730025",1534,403,39
"0730026",1535,403,36
"0730027",1536,502,46
"0730028",1537,300,17
"0730032",1538,387,38
"0730033",1539,734,71
"0730034",1540,702,43
"0730035",1541,460,49
"0730036",1542,830,68
"0730037",1543,128,27
"0730038",1544,124,32
"0730042",1545,127,79
"0730043",1546,317,67
"0730044",1547,697,46
"0730045",1548,270,52
"0730046",1549,362,28
"0730047",1550,166,12
"0730048",1551,317,17
"0750101",1552,350,22
"0750201",1553,425,25
"0750301",1554,332,38
"0750401",1555,443,33
"0770001",1556,399,48
"0770006",1557,193,18
"0770008",1558,380,27
"0770009",1559,243,21
"0770010",1560,147,13
"0770011",1561,448,16
"0770012",1562,166,18
"0770013",1563,78,10
"0770014",1564,93,5
"0770015",1565,171,21
"0770017",1566,501,53
"0770020",1567,245,13
"0770024",1568,164,9
"0770026",1569,105,3
"0770027",1570,217,17
"0770032",1571,135,4
"0790101",1572,138,22
"0790202",1573,204,18
"0790303",1574,36,0
"0790306",1575,111,24
"0790404",1576,65,10
"0810001",1577,300,17
"0810002",1578,340,12
"0810003",1579,286,18
"0810004",1580,222,11
"0830001",1581,707,38
"0830002",1582,518,59
"0830003",1583,563,39
"0830004",1584,748,54
"083002E",1585,212,16
"0850001",1586,975,417
"0850002",1587,1137,471
"0850003",1588,198,246
"0850004",1589,721,184
"0850005",1590,517,139
"0850006",1591,462,184
"0850007",1592,456,202
"0850008",1593,1024,181
"0850009",1594,863,305
"0850010",1595,338,51
"0850011",1596,1672,233
"0850012",1597,817,176
"0850013A",1598,1837,269
"0850013B",1599,0,0
"0850014",1600,757,411
"0850015",1601,456,192
"0850016",1602,1174,241
"0850017",1603,997,298
"0850018",1604,365,43
"0850019",1605,674,197
"0850020",1606,419,74
"0850021",1607,1473,558
"0850022",1608,1742,192
"0850023",1609,370,389
"0850024",1610,460,373
"0850025",1611,1818,717
"0850026",1612,518,217
"0850027",1613,888,346
"0850028",1614,855,381
"0850029",1615,697,154
"0850030",1616,1752,632
"0850031",1617,914,302
"0850032",1618,990,337
"0850033",1619,1640,297
"0850034",1620,1270,579
"0850035",1621,680,85
"0850036",1622,868,195
"0850037",1623,935,63
"0850038",1624,441,190
"0850039",1625,757,444
"0850040",1626,1442,380
"0850041",1627,1686,314
"0850042",1628,672,101
"0850043",1629,1002,424
"0850044",1630,351,148
"0850045",1631,1073,262
"0850046",1632,620,400
"0850047",1633,837,384
"0850048",1634,1178,498
"0850049",1635,975,242
"0850050",1636,521,412
"0850051",1637,303,235
"0850052",1638,727,537
"0850053",1639,932,316
"0850054",1640,721,481
"0850055",1641,948,607
"0850056",1642,1126,332
"0850057",1643,1437,522
"0850058",1644,1060,430
"0850059",1645,1433,432
"0850060",1646,1097,196
"0850061",1647,708,181
"0850062",1648,793,366
"0850063",1649,922,229
"0850064",1650,846,354
"0850065",1651,410,158
"0850066",1652,706,254
"0850067",1653,877,327
"0850068",1654,597,257
"0850069",1655,1422,536
"0850070",1656,819,253
"0850071",1657,679,226
"0850072",1658,583,190
"0850073",1659,439,303
"0850074",1660,633,245
"0850075",1661,854,184
"0850076",1662,1284,438
"0850077",1663,1003,498
"0850078",1664,927,456
"0850079",1665,791,293
"0850080",1666,1167,435
"0850081",1667,855,451
"0850082",1668,813,318
"0850083",1669,1415,343
"0850084",1670,843,327
"0850085",1671,899,439
"0850086",1672,1033,356
"0850087",1673,1768,779
"0850088",1674,314,427
"0850089",1675,1041,388
"0850090",1676,1435,294
"0850091",1677,795,322
"0850092",1678,908,421
"0850093",1679,132,9
"0850094",1680,1342,542
"0850095",1681,961,452
"0850096",1682,282,142
"0850097",1683,741,107
"0850098",1684,452,98
"0850099",1685,73,38
"0850100",1686,7,1
"0850101",1687,1225,474
"0850102",1688,1229,250
"0850103",1689,301,170
"0850104",1690,392,427
"0850105",1691,435,133
"0850106",1692,666,254
"0850107",1693,1174,441
"0850108",1694,898,405
"0850109",1695,1387,389
"0850110",1696,1001,342
"0850111",1697,1810,487
"0850112",1698,1104,319
"0850113",1699,1019,390
"0850114",1700,660,111
"0850115",1701,1002,457
"0850116",1702,1805,533
"0850117",1703,1280,527
"0850118",1704,1653,447
"0850119",1705,1984,641
"0850120",1706,1411,405
"0850121",1707,691,398
"0850122",1708,2184,442
"0850123",1709,774,243
"0850124",1710,931,380
"0850125",1711,1438,696
"0850126",1712,1533,557
"0850127",1713,1164,486
"0850128",1714,2444,390
"0850129",1715,1349,489
"0850130",1716,1187,482
"0850131",1717,1355,346
"0850132",1718,876,426
"0850133",1719,726,288
"0850134",1720,1647,761
"0850135",1721,1204,547
"0850136",1722,774,230
"0850137",1723,765,211
"0850138",1724,617,138
"0850139",1725,1176,639
"0850140",1726,1985,428
"0850141",1727,1129,456
"0850142",1728,1003,408
"0850143",1729,819,203
"0850144",1730,993,308
"0850145",1731,482,237
"0850146",1732,1404,612
"0850147",1733,558,204
"0850148",1734,0,1
"0850149",1735,1457,483
"0850150",1736,405,123
"0850151",1737,473,217
"0850152",1738,13,12
"0850153",1739,1731,615
"0850154",1740,497,40
"0850155",1741,946,312
"0850156",1742,1227,416
"0850157",1743,1293,508
"0850158",1744,741,340
"0850159",1745,1014,422
"0850160",1746,197,15
"0850161",1747,128,38
"0850162",1748,145,13
"0850163",1749,1223,527
"0850164",1750,530,62
"0850165",1751,407,100
"0850166",1752,1310,466
"0850167",1753,1355,708
"0850168",1754,837,160
"0850169",1755,954,438
"0850170",1756,687,202
"0850171",1757,1698,543
"0850172",1758,1180,271
"0850173",1759,307,68
"0850174",1760,1318,465
"0850175",1761,641,185
"0850176",1762,728,532
"0850177",1763,1388,530
"0850178",1764,981,162
"0850179",1765,2544,318
"0850180",1766,192,59
"0850181",1767,571,152
"0850182",1768,2,1
"0850183",1769,47,5
"0850184",1770,0,0
"0850185",1771,19,9
"0850186",1772,55,2
"0850187",1773,243,18
"0850188",1774,34,3
"0850189",1775,362,25
"0850190",1776,35,8
"0850191",1777,166,20
"0850192",1778,757,121
"0850193",1779,392,49
"0850194",1780,13,3
"0850195",1781,437,54
"0850196",1782,640,192
"0850197",1783,333,170
"0850198",1784,59,7
"0850199",1785,690,103
"0850200",1786,2,0
"0850201",1787,2,1
"0850202",1788,5,2
"0850203",1789,1368,290
"0850204",1790,165,35
"0850205",1791,16,0
"0850206",1792,633,161
"0850207",1793,1350,398
"0850208",1794,606,129
"0850209",1795,274,102
"0850210",1796,479,236
"0850211",1797,1054,411
"0850212",1798,1090,470
"0850213",1799,1024,422
"0850214",1800,1774,197
"0850215",1801,697,140
"0850216",1802,1978,392
"0850217",1803,718,209
"0850218",1804,1163,442
"0850219",1805,974,270
"0850220",1806,760,345
"0850221",1807,1907,432
"0850222",1808,931,418
"0850223",1809,751,208
"0850224",1810,879,140
"0850225",1811,1083,469
"0850226",1812,1313,564
"0850227",1813,1339,531
"0850228",1814,892,313
"0850229",1815,335,123
"0850230",1816,1634,709
"0850231",1817,631,267
"0850232",1818,1000,297
"0850233",1819,517,125
"0850234",1820,221,93
"0850235",1821,608,221
"0850236",1822,984,248
"0850237",1823,441,183
"0850238",1824,867,340
"0850239",1825,1744,280
"0870101",1826,254,23
"0870201",1827,129,6
"0870202",1828,25,2
"0870301",1829,153,10
"0870302",1830,28,1
"0870401",1831,141,9
"0870402",1832,55,2
"0890101",1833,898,119
"0890102",1834,132,16
"0890103",1835,336,15
"0890201",1836,1370,123
"0890202",1837,275,28
"0890302",1838,620,30
"0890303",1839,343,19
"0890304",1840,272,23
"0890305",1841,823,87
"0890401",1842,159,35
"0890402",1843,678,184
"0910101",1844,1762,329
"0910102",1845,2029,193
"0910103",1846,1954,221
"0910104",1847,1079,116
"0910105",1848,1976,214
"0910106",1849,2341,201
"0910107",1850,1161,149
"0910108",1851,849,98
"0910201",1852,1852,367
"0910202A",1853,447,68
"0910202B",1854,74,11
"0910202C",1855,0,0
"0910203",1856,2323,267
"0910204",1857,1862,231
"0910205",1858,2725,364
"0910206",1859,2752,307
"0910207",1860,1225,115
"0910208",1861,1034,102
"0910301",1862,945,342
"0910302",1863,1799,404
"0910303",1864,233,95
"0910304",1865,1308,330
"0910305",1866,892,212
"0910306",1867,553,128
"0910401",1868,979,178
"0910402",1869,1975,275
"0910403",1870,2696,282
"0910404",1871,1580,198
"0910405",1872,1862,226
"0910406A",1873,2384,370
"0910406B",1874,0,0
"0910407",1875,1982,273
"0930001",1876,688,53
"0930002",1877,655,55
"0930004",1878,46,2
"0930005",1879,302,16
"0930006",1880,204,16
"0930007",1881,140,11
"0930009",1882,100,8
"0930010",1883,188,13
"0930011",1884,245,33
"0930012",1885,815,80
"0930013",1886,113,7
"0930014",1887,63,6
"0930015",1888,238,18
"0930016",1889,58,2
"0950101",1890,226,22
"0950102",1891,50,6
"0950203",1892,92,0
"0950204",1893,52,4
"0950205",1894,68,5
"0950306",1895,151,14
"0950407",1896,62,0
"0950408",1897,128,16
"0970001",1898,503,105
"0970002",1899,82,10
"0970003",1900,222,17
"0970004",1901,214,24
"0970005",1902,473,80
"0970006",1903,275,13
"0970007",1904,728,71
"0970008",1905,424,37
"0970009",1906,722,54
"0970010",1907,1061,95
"0970011",1908,1127,116
"0970012",1909,416,32
"0970014",1910,174,16
"0970015",1911,134,5
"0970017",1912,293,5
"0970018",1913,1089,61
"0970019",1914,237,15
"0970020",1915,261,23
"0970021",1916,766,26
"0970022",1917,1201,82
"0970026",1918,184,32
"0970027",1919,98,16
"0970028",1920,42,6
"0970030",1921,80,18
"0970031",1922,44,14
"0970033",1923,256,27
"0970034",1924,109,51
"0970035",1925,239,67
"0970037",1926,653,97
"0990101",1927,1579,494
"0990102",1928,656,43
"0990103",1929,161,9
"0990104",1930,1291,349
"0990205",1931,1097,115
"0990206",1932,393,179
"0990207",1933,1044,364
"0990308",1934,1658,132
"0990309",1935,312,12
"0990310",1936,213,21
"0990311",1937,31,23
"0990412",1938,947,299
"0990413",1939,980,116
"0990414",1940,230,8
"0990415",1941,121,9
"0990416",1942,606,229
"1010101",1943,157,18
"1010201",1944,137,9
"1010301",1945,68,12
"1010401",1946,91,8
"1030001",1947,294,22
"1030002",1948,231,23
"1030003",1949,159,23
"1030004",1950,152,13
"1050001",1951,206,38
"1050002",1952,223,35
"1050003",1953,259,38
"1050004",1954,203,43
"1070011",1955,190,26
"1070027",1956,299,45
"1070039",1957,220,39
"1070044",1958,315,46
"1090001",1959,70,52
"1090002",1960,75,42
"1090004",1961,65,33
"10903-3",1962,16,5
"10903-5",1963,77,30
"1110001",1964,153,9
"1110002",1965,18,0
"1110003",1966,7,0
"1110004",1967,16,0
"1110005",1968,7,0
"1110006",1969,121,5
"1110007",1970,153,15
"1110008",1971,297,32
"1110009",1972,194,22
"1131000",1973,57,80
"1131001",1974,86,152
"1131002",1975,111,201
"1131003",1976,212,567
"1131004",1977,581,235
"1131005",1978,655,369
"1131006",1979,827,214
"1131007",1980,235,44
"1131008",1981,313,292
"1131009",1982,105,178
"1131010",1983,239,360
"1131011",1984,73,116
"1131012",1985,115,52
"1131013",1986,1129,785
"1131014",1987,403,476
"1131015",1988,616,544
"1131016",1989,64,66
"1131017",1990,324,251
"1131018",1991,70,58
"1131019",1992,678,658
"1131020",1993,433,294
"1131021",1994,484,337
"1131022",1995,806,904
"1131023",1996,663,389
"1131026",1997,116,125
"1131027",1998,603,530
"1131028",1999,304,231
"1131029",2000,175,211
"1131030",2001,449,327
"1131032",2002,248,130
"1131033",2003,432,179
"1131035",2004,44,36
"1131036",2005,133,165
"1131037",2006,186,182
"1131038",2007,173,294
"1131039",2008,21,43
"1131040",2009,494,324
"1131041",2010,45,85
"1131042",2011,46,168
"1131043",2012,869,314
"1131044",2013,958,277
"1131045",2014,183,280
"1131046",2015,64,65
"1131047",2016,263,238
"1131048",2017,1004,469
"1131049",2018,776,395
"1131050",2019,61,22
"1131051",2020,66,42
"1131052",2021,948,718
"1131054",2022,205,255
"1131055",2023,104,99
"1131056",2024,259,153
"1131057",2025,325,339
"1131058",2026,424,434
"1131059",2027,552,265
"1131060",2028,1445,813
"1131061",2029,378,301
"1131062",2030,8,4
"1131063",2031,264,284
"1131064",2032,23,22
"1131065A",2033,244,331
"1131065B",2034,0,0
"1131065C",2035,0,0
"1131067",2036,2,2
"1131068",2037,15,4
"1131069",2038,6,14
"1131070",2039,218,363
"1131071A",2040,652,592
"1131071B",2041,0,0
"1131073",2042,399,532
"1131074",2043,132,257
"1131075",2044,348,417
"1131076",2045,585,467
"1131077",2046,0,0
"1131078",2047,84,158
"1131079",2048,351,367
"1131080",2049,61,111
"1131081",2050,672,610
"1131082",2051,19,47
"1131083",2052,201,286
"1131084",2053,477,668
"1131085",2054,115,204
"1131086",2055,55,68
"1131087A",2056,269,582
"1131087B",2057,0,0
"1131087C",2058,0,0
"1131087D",2059,0,0
"1131088",2060,202,297
"1131089",2061,113,235
"1131090",2062,189,350
"1131091",2063,194,240
"1131092",2064,193,357
"1131093",2065,91,184
"1131094",2066,69,145
"1131095",2067,116,192
"1131096",2068,97,178
"1131097",2069,242,341
"1131098",2070,119,241
"1131099",2071,3,2
