CNTYVTD,VTDKEY,MillerR_18G_Ag Comm,OlsonD_18G_Ag Comm,CarpenterL_18G_Ag Comm
"2010409",4427,174,475,9
"2010410",4428,66,338,0
"2010411",4429,212,674,15
"2010412",4430,5,167,2
"2010413",4431,594,1158,33
"2010414",4432,1203,496,17
"2010415",4433,929,573,33
"2010416",4434,836,1193,62
"2010417",4435,478,723,23
"2010418",4436,488,1080,20
"2010419",4437,746,663,20
"2010420",4438,2328,590,49
"2010421",4439,536,794,18
"2010422",4440,52,1434,13
"2010423",4441,92,395,4
"2010424",4442,328,400,6
"2010425",4443,70,231,4
"2010426",4444,312,342,15
"2010427",4445,172,343,2
"2010428",4446,602,1547,24
"2010429",4447,285,854,17
"2010430",4448,117,585,4
"2010431",4449,301,1258,31
"2010432",4450,126,415,13
"2010433",4451,29,165,7
"2010434",4452,495,564,19
"2010435",4453,1215,1027,45
"2010436",4454,1210,1319,43
"2010437",4455,833,578,23
"2010438",4456,1491,907,49
"2010439",4457,1387,962,56
"2010440",4458,1450,611,31
"2010441",4459,723,388,16
"2010442",4460,2084,678,54
"2010443",4461,291,167,12
"2010444",4462,1041,1070,51
"2010445",4463,665,588,24
"2010446",4464,33,79,0
"2010447",4465,1584,1204,52
"2010448",4466,1025,1053,49
"2010449",4467,4,66,0
"2010450",4468,321,957,21
"2010451",4469,1353,490,21
"2010452",4470,1434,941,45
"2010453",4471,250,736,18
"2010454",4472,22,990,13
"2010455",4473,25,587,8
"2010456",4474,782,770,14
"2010457",4475,0,0,0
"2010458",4476,54,970,12
"2010459",4477,1748,732,45
"2010460",4478,378,1446,19
"2010461",4479,1514,1210,40
"2010462",4480,588,1414,26
"2010463",4481,599,1296,34
"2010464",4482,709,614,32
"2010465",4483,748,1168,27
"2010466",4484,1084,1300,22
"2010467",4485,126,489,10
"2010468",4486,412,1403,26
"2010469",4487,1266,456,26
"2010470",4488,460,191,11
"2010471",4489,963,310,17
"2010472",4490,234,520,15
"2010473",4491,718,448,24
"2010474",4492,980,660,38
"2010475",4493,339,569,7
"2010476",4494,596,732,15
"2010477",4495,1517,924,40
"2010478",4496,1359,1098,52
"2010479",4497,1573,679,41
"2010480",4498,1105,631,33
"2010481",4499,1368,628,37
"2010482",4500,1460,962,45
"2010483",4501,1136,1447,55
"2010484",4502,1268,942,43
"2010485",4503,1636,817,45
"2010486",4504,1891,757,42
"2010487",4505,447,1109,23
"2010488",4506,312,856,18
"2010489",4507,269,830,12
"2010490",4508,348,867,20
"2010491",4509,567,724,29
"2010492",4510,584,670,22
"2010493",4511,558,1108,36
"2010494",4512,144,1148,18
"2010495",4513,964,647,31
"2010496",4514,318,815,10
"2010497",4515,37,935,11
"2010498",4516,392,844,24
"2010499",4517,1047,629,20
"2010500",4518,1249,948,27
"2010501",4519,480,1050,42
"2010502",4520,1100,287,15
"2010503",4521,1033,422,27
"2010504",4522,876,668,53
"2010505",4523,828,1397,50
"2010506",4524,284,1697,18
"2010507",4525,162,521,7
"2010508",4526,597,1412,29
"2010509",4527,1579,1206,62
"2010510",4528,752,1298,57
"2010511",4529,1358,1151,36
"2010512",4530,726,1475,41
"2010513",4531,1278,685,22
"2010514",4532,1546,991,45
"2010515",4533,1550,562,30
"2010516",4534,659,803,30
"2010517",4535,685,1098,28
"2010518",4536,1160,1067,34
"2010519",4537,1019,594,32
"2010520",4538,251,1612,23
"2010521",4539,677,963,35
"2010522",4540,1223,572,44
"2010523",4541,1009,832,39
"2010524",4542,456,1305,33
"2010525",4543,364,1382,28
"2010526",4544,70,266,7
"2010527",4545,69,98,5
"2010528",4546,1,27,1
"2010529",4547,1741,394,47
"2010530",4548,79,402,6
"2010531",4549,954,339,10
"2010532",4550,336,193,7
"2010533",4551,187,210,5
"2010534",4552,1404,712,27
"2010535",4553,44,109,2
"2010536",4554,829,1863,34
"2010537",4555,1511,709,23
"2010538",4556,12,421,2
"2010539",4557,382,458,10
"2010540",4558,378,1088,27
"2010541",4559,332,2209,25
"2010542",4560,82,1238,5
"2010543",4561,174,582,13
"2010544",4562,8,99,2
"2010545",4563,1013,1362,41
"2010546",4564,1502,428,28
"2010547",4565,899,514,30
"2010548",4566,454,693,21
"2010549",4567,134,1094,14
"2010550",4568,473,818,24
"2010551",4569,2208,949,29
"2010552",4570,1930,625,40
"2010553",4571,360,765,20
"2010554",4572,143,584,5
"2010555",4573,130,660,12
"2010556",4574,207,766,9
"2010557",4575,351,844,10
"2010558",4576,598,1607,39
"2010559",4577,444,1790,36
"2010560",4578,74,350,8
"2010561",4579,799,571,19
"2010562",4580,29,240,2
"2010563",4581,1536,642,32
"2010564",4582,331,1542,34
"2010565",4583,66,300,9
"2010566",4584,302,1048,32
"2010567",4585,294,850,8
"2010568",4586,1268,1010,38
"2010569",4587,982,1548,59
"2010570",4588,220,707,24
"2010571",4589,177,479,7
"2010572",4590,610,1126,35
"2010573",4591,11,590,6
"2010574",4592,17,118,2
"2010575",4593,929,975,29
"2010576",4594,67,1166,14
"2010577",4595,599,564,19
"2010578",4596,710,629,34
"2010579",4597,66,349,5
"2010580",4598,14,366,1
"2010581",4599,8,459,1
"2010582",4600,40,561,5
"2010583",4601,21,445,3
"2010584",4602,26,358,7
"2010585",4603,50,772,9
"2010586",4604,1047,1000,48
"2010587",4605,375,1056,21
"2010588",4606,1432,1044,37
"2010589",4607,737,1092,29
"2010590",4608,1015,424,36
"2010591",4609,199,679,7
"2010592",4610,137,530,15
"2010593",4611,881,1422,36
"2010594",4612,330,1039,22
"2010595",4613,88,626,8
"2010596",4614,612,874,32
"2010597",4615,488,1019,16
"2010598",4616,744,1915,56
"2010599",4617,482,1121,25
"2010600",4618,618,1457,31
"2010601",4619,1758,878,41
"2010602",4620,545,306,9
"2010603",4621,1298,1314,51
"2010604",4622,1588,358,34
"2010605",4623,374,1486,33
"2010606",4624,5,332,2
"2010607",4625,23,211,2
"2010608",4626,52,134,1
"2010609",4627,1299,1151,42
"2010610",4628,343,652,16
"2010611",4629,39,934,10
"2010612",4630,1519,619,49
"2010613",4631,171,965,13
"2010614",4632,606,1581,28
"2010615",4633,572,657,24
"2010616",4634,1300,915,51
"2010617",4635,554,1471,34
"2010618",4636,692,1215,36
"2010619",4637,2065,1073,62
"2010620",4638,876,982,38
"2010621",4639,228,422,13
"2010622",4640,1207,1290,51
"2010623",4641,1161,920,35
"2010624",4642,311,124,6
"2010625",4643,557,608,17
"2010626",4644,1250,1409,68
"2010627",4645,348,1002,18
"2010628",4646,304,643,15
"2010629",4647,21,164,1
"2010630",4648,207,2829,28
"2010631",4649,1005,663,30
"2010632",4650,1,2,0
"2010633",4651,1596,978,44
"2010634",4652,807,795,25
"2010635",4653,1285,571,51
"2010636",4654,2544,349,38
"2010637",4655,286,1035,28
"2010638",4656,71,862,11
"2010639",4657,1037,375,19
"2010640",4658,960,1020,33
"2010641",4659,1076,912,41
"2010642",4660,841,332,18
"2010643",4661,910,1322,41
"2010644",4662,1247,1191,42
"2010645",4663,828,1722,42
"2010646",4664,291,835,15
"2010647",4665,465,1160,15
"2010648",4666,1323,751,36
"2010649",4667,505,1564,29
"2010650",4668,1564,965,43
"2010651",4669,912,1070,31
"2010652",4670,232,1306,9
"2010653",4671,40,187,4
"2010654",4672,1427,1629,42
"2010655",4673,1099,1232,39
"2010656",4674,49,1136,10
"2010657",4675,237,548,10
"2010658",4676,859,678,37
"2010659",4677,2030,1068,43
"2010660",4678,158,1557,11
"2010661",4679,1056,1344,33
"2010662",4680,1908,578,41
"2010663",4681,685,881,40
"2010664",4682,201,927,7
"2010665",4683,1136,368,19
"2010666",4684,0,0,0
"2010667",4685,902,452,20
"2010668",4686,1140,966,50
"2010669",4687,1388,837,29
"2010670",4688,1567,571,34
"2010671",4689,813,888,39
"2010672",4690,1236,807,36
"2010673",4691,1326,413,30
"2010674",4692,1776,870,42
"2010675",4693,0,1,0
"2010676",4694,497,1010,29
"2010677",4695,126,450,11
"2010678",4696,96,1118,11
"2010679",4697,1244,721,34
"2010680",4698,36,76,2
"2010681",4699,18,37,5
"2010682",4700,1615,739,31
"2010683",4701,25,105,0
"2010684",4702,1082,896,26
"2010685",4703,53,49,2
"2010686",4704,13,60,1
"2010687",4705,1041,702,26
"2010688",4706,1938,695,43
"2010689",4707,466,807,18
"2010690",4708,1675,703,41
"2010691",4709,1778,646,39
"2010692",4710,1102,546,36
"2010693",4711,77,294,6
"2010694",4712,385,765,22
"2010695",4713,410,340,19
"2010696",4714,509,376,26
"2010697",4715,359,1182,19
"2010698",4716,156,1344,11
"2010699",4717,848,629,29
"2010700",4718,674,152,7
"2010701",4719,92,162,5
"2010702",4720,27,174,3
"2010703",4721,807,417,33
"2010704",4722,1438,420,26
"2010705",4723,42,301,5
"2010706",4724,494,932,15
"2010707",4725,246,191,12
"2010708",4726,58,142,2
"2010709",4727,1046,1244,48
"2010710",4728,617,793,25
"2010711",4729,1063,1362,31
"2010712",4730,618,1454,29
"2010713",4731,417,593,20
"2010714",4732,47,74,2
"2010715",4733,271,425,6
"2010716",4734,864,442,26
"2010717",4735,118,908,12
"2010718",4736,1749,1254,34
"2010719",4737,326,363,8
"2010720",4738,1661,1066,48
"2010721",4739,1008,772,39
"2010722",4740,130,1985,26
"2010723",4741,174,816,13
"2010724",4742,338,236,11
"2010725",4743,387,664,9
"2010726",4744,1185,205,23
"2010727",4745,276,879,19
"2010728",4746,254,263,11
"2010729",4747,123,137,2
"2010730",4748,873,683,34
"2010731",4749,832,1425,42
"2010732",4750,595,542,23
"2010733",4751,19,68,3
"2010734",4752,1310,848,46
"2010735",4753,139,130,2
"2010736",4754,0,12,0
"2010737",4755,16,10,0
"2010738",4756,86,403,1
"2010739",4757,449,640,22
"2010740",4758,170,164,1
"2010741",4759,249,839,8
"2010742",4760,1046,812,22
"2010743",4761,25,50,1
"2010744",4762,657,614,26
"2010745",4763,783,686,36
"2010746",4764,133,198,14
"2010747",4765,762,1359,43
"2010748",4766,267,375,22
"2010749",4767,25,99,1
"2010750",4768,171,168,9
"2010751",4769,1979,1624,63
"2010752",4770,454,274,16
"2010753",4771,93,168,9
"2010754",4772,24,390,6
"2010755",4773,751,1632,47
"2010756",4774,249,584,11
"2010757",4775,300,1923,25
"2010758",4776,1823,734,50
"2010759",4777,787,760,33
"2010760",4778,816,241,17
"2010761",4779,738,413,25
"2010762",4780,486,725,15
"2010763",4781,132,421,2
"2010764",4782,1477,1330,42
"2010765",4783,628,1789,41
"2010766",4784,35,142,2
"2010767",4785,16,21,2
"2010768",4786,1151,459,29
"2010769",4787,8,67,2
"2010770",4788,43,76,1
"2010771",4789,223,376,9
"2010772",4790,1973,1014,54
"2010773",4791,563,1486,28
"2010774",4792,33,129,1
"2010775",4793,6,29,0
"2010776",4794,853,789,38
"2010777",4795,57,154,6
"2010778",4796,0,0,0
"2010779",4797,66,248,5
"2010780",4798,79,159,2
"2010781",4799,489,1061,17
"2010782",4800,679,560,30
"2010783",4801,24,265,4
"2010784",4802,11,415,2
"2010785",4803,861,1089,37
"2010786",4804,123,363,4
"2010787",4805,52,174,4
"2010788",4806,2,1,0
"2010789",4807,830,745,23
"2010790",4808,400,980,18
"2010791",4809,2,11,0
"2010792",4810,179,662,8
"2010793",4811,543,575,13
"2010794",4812,56,588,11
"2010795",4813,128,402,6
"2010796",4814,553,1024,24
"2010797",4815,0,0,0
"2010798",4816,112,221,2
"2010799",4817,10,65,0
"2010800",4818,1277,1062,43
"2010801",4819,38,89,3
"2010802",4820,4,13,0
"2010803",4821,1822,1081,50
"2010804",4822,1489,1760,55
"2010805",4823,1333,485,36
"2010806",4824,1081,776,41
"2010807",4825,129,747,14
"2010808",4826,54,192,9
"2010809",4827,19,9,0
"2010810",4828,9,44,0
"2010811",4829,29,108,0
"2010812",4830,0,0,0
"2010813",4831,717,1292,31
"2010814",4832,419,1843,20
"2010815",4833,0,0,0
"2010816",4834,8,13,0
"2010817",4835,1826,967,38
"2010818",4836,46,206,3
"2010819",4837,41,49,1
"2010820",4838,0,0,0
"2010821",4839,55,323,9
"2010822",4840,28,590,3
"2010823",4841,710,813,24
"2010824",4842,226,1012,20
"2010825",4843,4,7,0
"2010826",4844,93,149,2
"2010827",4845,90,246,10
"2010828",4846,926,356,17
"2010829",4847,20,45,1
"2010830",4848,0,0,0
"2010831",4849,3,7,0
"2010832",4850,29,113,0
"2010833",4851,1,5,0
"2010834",4852,16,122,1
"2010835",4853,29,81,2
"2010836",4854,9,126,2
"2010837",4855,0,3,0
"2010838",4856,0,0,0
"2010839",4857,86,385,7
"2010840",4858,284,612,14
"2010841",4859,355,1321,23
"2010842",4860,537,1007,19
"2010843",4861,113,650,8
"2010844",4862,0,5,0
"2010845",4863,82,53,3
"2010846",4864,7,74,0
"2010847",4865,238,918,12
"2010848",4866,270,792,17
"2010849",4867,286,810,15
"2010850",4868,42,88,1
"2010851",4869,1346,840,43
"2010852",4870,0,0,0
"2010853",4871,1289,580,30
"2010854",4872,5,58,1
"2010855",4873,4,1,0
"2010856",4874,0,0,0
"2010857",4875,0,0,0
"2010858",4876,3,134,1
"2010859",4877,93,360,2
"2010860",4878,0,0,0
"2010861",4879,130,777,7
"2010862",4880,1218,1054,37
"2010863",4881,13,175,1
"2010864",4882,209,796,17
"2010865",4883,1,8,0
"2010866",4884,0,0,0
"2010867",4885,0,0,0
"2010868",4886,233,749,21
"2010869",4887,26,136,1
"2010870",4888,0,0,0
"2010871",4889,0,3,1
"2010872",4890,6,7,0
"2010873",4891,82,281,5
"2010874",4892,1368,676,51
"2010875",4893,944,1276,43
"2010876",4894,1573,906,35
"2010877",4895,700,1519,40
"2010878",4896,610,243,8
"2010879",4897,524,848,23
"2010880",4898,1128,559,28
"2010881",4899,740,2611,49
"2010882",4900,641,1775,32
"2010883",4901,326,2208,29
"2010884",4902,22,140,5
"2010885",4903,861,835,21
"2010886",4904,206,289,11
"2010887",4905,109,187,13
"2010888",4906,309,743,21
"2010889",4907,34,116,4
"2010890",4908,246,546,17
"2010891",4909,293,555,11
"2010892",4910,144,490,20
"2010893",4911,0,1,0
"2010894",4912,116,916,13
"2010895",4913,193,433,7
"2010896",4914,340,879,17
"2010897",4915,473,611,21
"2010898",4916,309,682,28
"2010899",4917,448,385,9
"2010900",4918,1,6,0
"2010901",4919,0,0,0
"2010902",4920,781,998,48
"2010903",4921,901,380,16
"2010904",4922,0,0,0
"2010905",4923,141,277,5
"2010906",4924,9,9,1
"2010907",4925,2,67,0
"2010908",4926,0,2,0
"2010909",4927,0,9,0
"2010910",4928,20,50,0
"2010911",4929,172,124,9
"2010912",4930,436,336,9
"2010913",4931,23,113,0
"2010914",4932,6,27,1
"2010915",4933,0,0,0
"2010916",4934,1331,522,34
"2010917",4935,3,21,0
"2010918",4936,1,1,0
"2010919",4937,0,0,0
"2010920",4938,25,21,1
"2010921",4939,3,23,0
"2010923",4940,1711,719,32
"2010924",4941,0,0,0
"2010925",4942,0,0,0
"2010926",4943,427,235,14
"2010927",4944,534,655,35
"2010928",4945,0,3,0
"2010929",4946,0,0,0
"2010930",4947,10,172,1
"2010931",4948,30,51,1
"2010932",4949,0,0,0
"2010933",4950,84,294,9
"2010934",4951,2,5,1
"2010935",4952,6,9,0
"2010936",4953,7,14,0
"2010937",4954,0,0,0
"2010938",4955,25,77,2
"2010939",4956,0,1,0
"2010940",4957,1,9,0
"2010941",4958,144,218,7
"2010942",4959,71,49,2
"2010943",4960,56,151,4
"2010944",4961,0,1,0
"2010945",4962,1,8,0
"2010946",4963,2,4,0
"2010947",4964,235,353,15
"2010948",4965,0,0,0
"2010949",4966,61,71,4
"2010950",4967,0,0,0
"2010951",4968,25,118,1
"2010952",4969,24,25,1
"2010953",4970,0,2,0
"2010954",4971,0,0,0
"2010955",4972,2699,1535,54
"2010956",4973,0,0,0
"2010957",4974,34,266,2
"2010958",4975,85,443,10
"2010959",4976,0,0,0
"2010960",4977,165,793,11
"2010961",4978,130,807,8
"2010962",4979,5,40,1
"2010963",4980,116,214,5
"2010964",4981,1338,1263,33
"2010965",4982,82,30,1
"2010966",4983,106,363,9
"2010967",4984,14,60,2
"2010968",4985,115,589,8
"2010969",4986,7,318,0
"2010970",4987,26,202,4
"2010971",4988,0,0,0
"2010972",4989,0,0,0
"2010973",4990,352,296,20
"2010974",4991,0,0,0
"2010975",4992,51,66,4
"2010976",4993,123,150,6
"2010977",4994,82,154,1
"2010978",4995,0,0,0
"2010979",4996,0,0,0
"2010980",4997,605,310,16
"2010981",4998,0,15,0
"2010982",4999,1986,873,66
"2010983",5000,39,67,1
"2010984",5001,7,88,1
"2010985",5002,91,124,3
"2010986",5003,24,142,0
"2010987",5004,41,479,3
"2010988",5005,56,10,0
"2010989",5006,0,0,0
"2010990",5007,7,5,0
"2010991",5008,0,0,0
"2010992",5009,215,313,3
"2010993",5010,0,0,0
"2010994",5011,22,71,1
"2010995",5012,77,846,3
"2010996",5013,206,190,6
"2010997",5014,65,510,8
"2010998",5015,20,14,1
"2010999",5016,0,0,0
"2011000",5017,22,120,3
"2011001",5018,133,538,5
"2011002",5019,73,480,7
"2011003",5020,0,0,0
"2011004",5021,170,259,13
"2011005",5022,0,0,0
"2011006",5023,0,0,0
"2011007",5024,177,727,12
"2011008",5025,496,157,10
"2011009",5026,0,0,0
"2011010",5027,62,409,1
"2011011",5028,8,8,0
"2011012",5029,193,560,9
"2030001",5030,799,383,23
"2030002",5031,267,511,11
"2030003",5032,61,739,17
"2030004",5033,500,333,15
"2030005",5034,410,116,8
"2030006",5035,601,157,14
"2030007",5036,388,163,12
"2030008",5037,1099,389,27
"2030009",5038,513,253,9
"2030010",5039,458,131,7
"2030011",5040,174,97,6
"2030012",5041,2203,368,45
"2030013",5042,737,86,19
"2030014",5043,598,161,14
"2030015",5044,557,64,11
"2030016",5045,272,54,6
"2030017",5046,401,397,10
"2030018",5047,388,73,8
"2030019",5048,1390,324,34
"2030020",5049,971,277,13
"2030021",5050,272,125,3
"2030022",5051,321,471,15
"2030023",5052,300,16,3
"2030024",5053,256,57,6
"2030025",5054,1654,295,41
"2030026",5055,251,49,5
"2050101",5056,160,17,1
"2050102",5057,99,4,1
"2050201",5058,135,12,0
"2050202",5059,271,25,2
"2050301",5060,421,40,5
"2050401",5061,331,50,4
"2070001",5062,161,39,4
"2070002",5063,259,60,4
"2070003",5064,214,66,3
"2070004",5065,97,33,2
"2070005",5066,142,43,4
"2070006",5067,146,23,1
"2070007",5068,43,6,0
"2070008",5069,52,21,0
"2070009",5070,106,22,3
"2070010",5071,69,17,0
"2090110",5072,424,585,30
"2090111",5073,45,147,6
"2090112",5074,223,821,59
"2090113",5075,99,317,13
"2090114",5076,218,691,31
"2090115",5077,197,618,28
"2090120",5078,68,298,11
"2090121",5079,232,992,42
"2090122",5080,59,262,11
"2090123",5081,142,620,24
"2090125A",5082,465,894,50
"2090125B",5083,3,8,0
"2090126",5084,526,761,43
"2090127",5085,32,44,2
"2090128",5086,596,852,52
"2090129",5087,309,616,29
"2090130",5088,541,1084,60
"2090220",5089,883,1157,82
"2090221",5090,244,321,25
"2090222",5091,725,743,54
"2090223",5092,461,773,39
"2090224",5093,587,600,44
"2090225",5094,588,406,26
"2090226",5095,922,883,64
"2090227A",5096,637,1203,61
"2090227B",5097,0,0,0
"2090228A",5098,217,408,22
"2090228B",5099,0,0,0
"2090228C",5100,0,0,0
"2090229",5101,232,556,18
"2090230A",5102,429,407,35
"2090230B",5103,0,0,0
"2090231",5104,481,904,47
"2090232A",5105,776,486,46
"2090232B",5106,0,0,0
"2090232C",5107,0,0,0
"2090233",5108,215,401,21
"2090234",5109,184,285,16
"2090235",5110,794,811,63
"2090236",5111,473,295,20
"2090238",5112,11,13,1
"2090301",5113,0,0,0
"2090315",5114,1199,924,54
"2090316",5115,367,455,33
"2090317",5116,51,193,10
"2090318",5117,18,45,4
"2090330",5118,235,724,30
"2090332",5119,578,1542,84
"2090333A",5120,1537,1208,85
"2090333B",5121,2,1,0
"2090333C",5122,0,0,0
"2090334",5123,345,1470,48
"2090335A",5124,1261,939,80
"2090335B",5125,0,0,0
"2090335C",5126,0,0,0
"2090335D",5127,0,0,0
"2090336",5128,483,887,61
"2090337",5129,986,708,49
"2090338",5130,965,693,49
"2090339A",5131,497,260,25
"2090339B",5132,2,1,0
"2090339C",5133,0,0,0
"2090339D",5134,0,0,0
"2090339E",5135,0,0,0
"2090340",5136,398,730,50
"2090413A",5137,99,503,14
"2090413B",5138,0,0,0
"2090414",5139,138,612,33
"2090415A",5140,215,979,38
"2090415B",5141,0,0,0
"2090416",5142,17,29,3
"2090417",5143,493,539,29
"2090418",5144,1,1,0
"2090419",5145,490,548,37
"2090420A",5146,283,244,16
"2090420B",5147,2,2,0
"2090420C",5148,0,0,0
"2090421",5149,19,15,0
"2090440",5150,856,580,56
"2090441",5151,1164,763,97
"2090442",5152,889,1018,68
"2090443",5153,1476,1234,88
"2090444",5154,855,666,52
"2090445",5155,674,525,38
"2090446",5156,531,440,29
"2090447",5157,605,688,49
"2090448",5158,764,600,45
"2090449A",5159,1475,935,75
"2090449B",5160,0,0,0
"2090449C",5161,1,0,0
"2110101",5162,213,50,2
"2110201",5163,223,40,8
"2110202",5164,18,1,0
"2110301",5165,334,44,4
"2110302",5166,25,5,0
"2110303",5167,69,8,0
"2110401",5168,187,17,3
"2110402",5169,68,14,0
"2130002",5170,281,65,6
"2130003",5171,171,354,12
"2130004",5172,1364,400,32
"213001A",5173,679,152,11
"213001M",5174,719,267,14
"213001T",5175,687,174,13
"213002E",5176,929,166,23
"213003B",5177,1247,190,26
"213003C",5178,1980,379,28
"213003M",5179,619,123,8
"213003N",5180,834,149,11
"213004A",5181,226,126,6
"213004W",5182,490,99,5
"21301CR",5183,1171,201,19
"21301MN",5184,532,155,17
"21301TC",5185,1097,264,24
"21303WS",5186,623,117,22
"21304BV",5187,387,86,3
"21304CC",5188,667,206,16
"21304MS",5189,111,138,7
"21304PF",5190,234,48,4
"21304SE",5191,1499,324,23
"2132GBN",5192,1233,319,28
"2132GBS",5193,785,182,12
"2132PSN",5194,1199,307,25
"2132PSS",5195,637,113,13
"2134NYL",5196,493,63,4
"2150001",5197,46,180,8
"2150002",5198,265,452,21
"2150003",5199,76,318,10
"2150004",5200,443,1306,34
"2150005",5201,125,624,18
"2150006",5202,369,467,17
"2150007",5203,516,850,34
"2150008",5204,374,384,22
"2150009",5205,515,843,27
"2150010",5206,223,621,25
"2150011",5207,98,671,16
"2150012",5208,51,82,1
"2150013",5209,563,1108,57
"2150014",5210,154,431,14
"2150015",5211,78,144,5
"2150016",5212,144,1130,13
"2150017",5213,166,711,17
"2150018",5214,33,60,5
"2150019",5215,46,55,1
"2150020",5216,60,301,13
"2150021",5217,44,105,3
"2150022",5218,44,196,12
"2150023",5219,208,573,21
"2150024",5220,47,17,0
"2150025",5221,376,655,21
"2150026",5222,58,251,7
"2150027",5223,62,251,6
"2150028",5224,255,589,29
"2150029",5225,149,190,4
"2150030",5226,411,1116,50
"2150031",5227,211,416,21
"2150032",5228,266,695,18
"2150033",5229,151,565,22
"2150034",5230,116,284,6
"2150035",5231,288,944,19
"2150036",5232,330,1030,36
"2150037",5233,111,263,12
"2150038",5234,596,822,31
"2150039",5235,126,523,22
"2150040",5236,123,587,9
"2150041",5237,200,757,26
"2150042",5238,352,830,42
"2150043",5239,384,1123,48
"2150044",5240,61,276,6
"2150045",5241,251,433,15
"2150046",5242,31,78,3
"2150047",5243,136,386,12
"2150048",5244,231,816,26
"2150049",5245,260,683,20
"2150050",5246,173,682,21
"2150051",5247,101,907,26
"2150052",5248,760,1271,53
"2150053",5249,649,1637,66
"2150054",5250,338,394,10
"2150055",5251,219,725,20
"2150056",5252,277,781,26
"2150057",5253,69,208,7
"2150058",5254,336,803,21
"2150059",5255,148,524,23
"2150060",5256,308,683,26
"2150061",5257,163,547,21
"2150062",5258,818,849,33
"2150063",5259,63,158,6
"2150064",5260,86,528,9
"2150065",5261,121,250,8
"2150066",5262,144,348,16
"2150067",5263,345,623,21
"2150068",5264,333,815,39
"2150069",5265,315,775,27
"2150070",5266,147,387,7
"2150071",5267,13,51,0
"2150072",5268,184,381,19
"2150073",5269,739,699,30
"2150074",5270,130,213,3
"2150075",5271,17,15,1
"2150076",5272,12,2,0
"2150077",5273,176,486,14
"2150078",5274,160,613,12
"2150079",5275,80,346,11
"2150080",5276,58,327,7
"2150081",5277,772,1338,56
"2150082",5278,0,3,0
"2150083",5279,826,883,26
"2150084",5280,111,266,8
"2150085",5281,306,903,36
"2150086",5282,108,175,2
"2150087",5283,282,799,27
"2150088",5284,290,1029,34
"2150089",5285,1,4,0
"2150090",5286,266,1601,26
"2150091",5287,107,221,8
"2150092",5288,17,68,3
"2150093",5289,42,39,3
"2150094",5290,164,489,19
"2150095",5291,217,928,22
"2150096",5292,603,780,31
"2150097",5293,297,692,19
"2150098",5294,363,996,42
"2150099",5295,362,1202,40
"2150100",5296,242,892,21
"2150101",5297,283,232,13
"2150102",5298,279,243,16
"2150103",5299,613,757,36
"2150104",5300,238,621,27
"2150105",5301,415,905,31
"2150106",5302,873,1496,66
"2150107",5303,293,740,36
"2150108",5304,181,739,19
"2150109",5305,275,905,44
"2150110",5306,93,265,10
"2150111",5307,375,672,28
"2150112",5308,114,446,22
"2150113",5309,542,970,40
"2150114",5310,784,925,44
"2150115",5311,299,815,25
"2150116",5312,199,458,15
"2150117",5313,252,1026,32
"2150118",5314,238,499,13
"2150119",5315,92,324,5
"2150120",5316,212,632,28
"2150121",5317,20,48,3
"2150122",5318,218,877,25
"2150123",5319,126,283,5
"2150124",5320,288,389,21
"2150125",5321,93,231,6
"2150126",5322,220,440,4
"2150127",5323,75,301,9
"2150128",5324,162,608,12
"2150129",5325,43,42,2
"2150130",5326,180,230,6
"2150131",5327,0,10,0
"2150132",5328,67,255,10
"2150133",5329,12,20,0
"2150134",5330,547,556,26
"2150135",5331,282,450,19
"2150136",5332,292,486,21
"2150137",5333,9,9,0
"2150138",5334,19,117,8
"2150139",5335,46,108,8
"2150140",5336,1,5,0
"2150141",5337,12,30,0
"2150142",5338,3,8,0
"2150143",5339,1,1,0
"2150144",5340,5,6,1
"2150145",5341,67,283,5
"2150146",5342,81,445,15
"2150147",5343,15,28,3
"2150148",5344,5,16,2
"2150149",5345,4,27,2
"2150150",5346,136,274,10
"2150151",5347,25,128,4
"2150152",5348,352,580,22
"2150153",5349,18,90,0
"2150154",5350,237,639,23
"2150155",5351,79,157,4
"2150156",5352,143,602,19
"2150157",5353,120,339,4
"2150158",5354,355,816,40
"2150159",5355,24,114,4
"2150160",5356,69,83,7
"2150161",5357,256,553,14
"2150162",5358,15,27,1
"2150163",5359,12,41,2
"2150164",5360,385,453,20
"2150165",5361,159,190,6
"2150166",5362,86,124,2
"2150167",5363,143,140,11
"2150168",5364,80,107,4
"2150169",5365,56,127,4
"2150170",5366,39,222,3
"2150171",5367,0,12,0
"2150172",5368,8,8,0
"2150173",5369,204,303,14
"2150174",5370,66,260,5
"2150175",5371,141,344,12
"2150176",5372,108,311,9
"2150177",5373,52,167,4
"2150178",5374,9,7,0
"2150179",5375,29,91,2
"2150180",5376,15,46,2
"2150181",5377,319,165,6
"2150182",5378,35,188,5
"2150183",5379,50,133,8
"2150184",5380,12,4,1
"2150185",5381,0,0,0
"2150186",5382,11,66,1
"2150187",5383,273,628,16
"2150188",5384,381,475,21
"2150189",5385,77,293,10
"2150190",5386,64,104,4
"2150191",5387,54,117,4
"2150192",5388,42,93,2
"2150193",5389,43,103,4
"2150194",5390,333,570,18
"2150195",5391,204,186,4
"2150196",5392,176,220,6
"2150197",5393,29,185,5
"2150198",5394,80,314,7
"2150199",5395,478,691,37
"2150200",5396,444,706,34
"2150201",5397,245,331,10
