CNTYVTD,VTDKEY,DevineR_18G_Sup Ct 4,SandillD_18G_Sup Ct 4
"0410091A",1210,1,1
"0410091B",1211,2,1
"0410092",1212,0,0
"0410093",1213,0,0
"0410094A",1214,0,0
"0410094B",1215,0,0
"0410094C",1216,0,0
"0410095",1217,0,0
"0410096",1218,2,0
"0410097",1219,0,0
"0410098",1220,2,1
"0410099",1221,0,0
"0410100",1222,0,0
"0410101A",1223,18,4
"0410101B",1224,0,0
"0410101C",1225,0,0
"0410101D",1226,0,0
"0410102",1227,1,0
"0410103",1228,0,0
"0430001",1229,704,449
"0430002",1230,326,376
"0430003",1231,114,126
"0430004",1232,423,442
"0430005",1233,16,50
"0430006",1234,177,204
"0430007",1235,15,50
"0430008",1236,139,314
"0450001",1237,71,8
"0450002",1238,143,17
"0450003",1239,134,10
"0450004",1240,170,21
"0450006",1241,29,6
"0470001",1242,103,324
"0470002",1243,124,322
"0470003",1244,57,249
"0470004",1245,127,356
"047003S",1246,47,66
"0490101",1247,1197,187
"0490105",1248,842,127
"0490109",1249,165,10
"0490113",1250,899,132
"0490202",1251,434,109
"0490204",1252,315,139
"0490212",1253,442,44
"0490214",1254,355,52
"0490215",1255,157,7
"0490303",1256,508,99
"0490306",1257,922,95
"0490307",1258,372,40
"0490308",1259,311,23
"0490316",1260,140,9
"0490318",1261,838,103
"0490410",1262,1199,135
"0490411",1263,417,131
"0490417",1264,1004,114
"0510113",1265,354,53
"0510114",1266,665,222
"0510203",1267,203,54
"0510204",1268,363,58
"0510207",1269,164,83
"0510211",1270,484,103
"0510215",1271,176,46
"0510301",1272,597,162
"0510305",1273,286,65
"0510308",1274,219,57
"0510309",1275,400,78
"0510406",1276,329,223
"0510410",1277,840,207
"0530001",1278,797,146
"0530002",1279,1183,390
"0530003",1280,437,178
"0530004",1281,1086,386
"0530005",1282,510,187
"0530006",1283,301,88
"0530007",1284,339,81
"0530008",1285,604,127
"0530009",1286,1342,320
"0530010",1287,680,184
"0530011",1288,220,26
"0530012",1289,780,218
"0530013",1290,416,130
"0530014",1291,281,56
"0530015",1292,348,90
"0530016",1293,253,60
"0530017",1294,907,187
"0530018",1295,474,184
"0530019",1296,1861,490
"0530020",1297,1432,572
"0550100",1298,116,149
"0550101",1299,173,210
"0550102",1300,280,118
"0550103",1301,668,554
"0550104",1302,204,81
"0550105",1303,25,34
"0550107",1304,0,0
"0550108",1305,27,28
"0550109",1306,12,2
"0550110",1307,37,27
"0550111",1308,257,234
"0550112",1309,0,0
"0550113",1310,0,0
"0550114",1311,0,0
"0550115",1312,0,0
"0550116",1313,0,0
"0550117",1314,0,0
"0550118",1315,46,34
"0550201",1316,302,161
"0550202",1317,400,198
"0550203",1318,430,159
"0550204",1319,565,169
"0550205",1320,159,32
"0550206",1321,262,177
"0550301",1322,261,293
"0550302",1323,366,388
"0550303",1324,253,193
"0550305",1325,158,92
"0550306",1326,80,82
"0550307",1327,0,0
"0550400",1328,24,19
"0550401",1329,111,285
"0550402",1330,292,539
"0550404",1331,337,373
"0550405",1332,364,225
"0550407",1333,2,4
"0550408",1334,2,6
"0550409",1335,13,5
"0550410",1336,0,0
"0550411",1337,0,0
"0550412",1338,49,93
"0570001",1339,43,103
"0570002",1340,134,195
"0570003",1341,11,18
"0570004",1342,114,94
"0570005",1343,114,32
"0570006",1344,202,68
"0570007",1345,120,132
"0570008",1346,62,112
"0570009",1347,9,14
"0570010",1348,40,28
"0570011",1349,143,50
"0570012",1350,542,180
"0570013",1351,7,11
"0570014",1352,46,32
"0570015",1353,53,42
"0570016",1354,322,182
"0570017",1355,216,125
"0570018",1356,132,48
"0570019",1357,261,50
"0570020",1358,19,11
"0570021",1359,60,18
"0570022",1360,122,33
"0570023",1361,129,41
"0570024",1362,617,130
"0570025",1363,500,80
"0590001",1364,1052,155
"0590002",1365,914,115
"0590003",1366,973,122
"0590004",1367,794,53
"0590005",1368,75,6
"0590006",1369,359,56
"0590007",1370,240,31
"0610001",1371,373,416
"0610002",1372,161,99
"0610003",1373,316,544
"0610004",1374,622,765
"0610005",1375,44,157
"0610006",1376,66,304
"0610007",1377,39,99
"0610008",1378,37,129
"0610009",1379,146,515
"0610010",1380,110,383
"0610011",1381,164,441
"0610012",1382,353,598
"0610013",1383,64,146
"0610014",1384,225,553
"0610015",1385,263,578
"0610016",1386,206,231
"0610017",1387,344,778
"0610018",1388,260,539
"0610019",1389,214,399
"0610020",1390,306,240
"0610021",1391,252,536
"0610022",1392,239,553
"0610023",1393,48,38
"0610024",1394,96,281
"0610025",1395,91,180
"0610026",1396,579,556
"0610027",1397,231,641
"0610028",1398,262,308
"0610029",1399,682,492
"0610030",1400,293,202
"0610031",1401,54,82
"0610032",1402,489,531
"0610033",1403,73,136
"0610034",1404,44,51
"0610035",1405,324,272
"0610036",1406,359,452
"0610037",1407,88,354
"0610038",1408,165,200
"0610039",1409,119,267
"0610040",1410,288,541
"0610041",1411,383,962
"0610042",1412,99,263
"0610043",1413,124,257
"0610044",1414,906,690
"0610045",1415,138,472
"0610046",1416,389,921
"0610047",1417,76,259
"0610048",1418,442,837
"0610049",1419,106,163
"0610050",1420,802,951
"0610051",1421,124,214
"0610052",1422,744,440
"0610053",1423,206,694
"0610054",1424,526,1251
"0610055",1425,432,758
"0610056",1426,451,408
"0610057",1427,158,127
"0610058",1428,644,629
"0610059",1429,52,134
"0610060",1430,96,189
"0610061",1431,304,605
"0610062",1432,297,785
"0610063",1433,186,515
"0610064",1434,525,529
"0610065",1435,388,608
"0610066",1436,825,861
"0610067",1437,910,632
"0610068",1438,155,491
"0610069",1439,283,874
"0610070",1440,65,257
"0610071",1441,233,833
"0610072",1442,416,838
"0610073",1443,515,1098
"0610074",1444,380,923
"0610075",1445,211,736
"0610076",1446,185,307
"0610077",1447,169,684
"0610078",1448,580,649
"0610079",1449,609,661
"0610080",1450,1170,880
"0610081",1451,254,311
"0610082",1452,166,505
"0610083",1453,235,257
"0610084",1454,490,440
"0610085",1455,262,242
"0610086",1456,127,330
"0610087",1457,542,356
"0610088",1458,314,668
"0610095",1459,110,211
"0610096",1460,105,374
"0610097",1461,60,180
"0610098",1462,436,966
"0610099",1463,61,70
"0610100",1464,339,717
"0610101",1465,117,205
"0610102",1466,319,479
"0610103",1467,38,84
"0610104",1468,22,46
"0610105",1469,5,19
"0610106",1470,396,624
"0610107",1471,64,145
"0610108",1472,0,0
"0610109",1473,0,0
"0631001",1474,673,263
"0632002",1475,926,235
"0633003",1476,420,371
"0634004",1477,733,219
"0650101",1478,265,30
"0650102",1479,50,0
"0650103",1480,205,36
"0650201",1481,546,56
"0650301",1482,352,40
"0650302",1483,174,17
"0650401",1484,395,57
"0650402",1485,172,4
"0670001",1486,1316,342
"0670002",1487,174,56
"0670004",1488,162,70
"0670005",1489,382,87
"0670006",1490,254,30
"0670007",1491,786,210
"0670009",1492,412,152
"0670011",1493,249,100
"0670012",1494,313,126
"0670014",1495,943,173
"0670015",1496,294,40
"0670016",1497,237,29
"0670017",1498,1431,254
"0670018",1499,288,13
"0670019",1500,227,25
"0670021",1501,142,15
"067013T",1502,424,307
"067020E",1503,117,17
"0690101",1504,108,108
"0690105",1505,24,4
"0690201",1506,122,117
"0690206",1507,66,13
"0690301",1508,371,86
"0690307",1509,76,7
"0690401",1510,82,50
"0690408",1511,316,23
"0710001",1512,286,59
"0710002",1513,256,141
"0710003",1514,161,102
"0710004",1515,1800,236
"0710005",1516,1201,190
"0710006",1517,809,253
"0710007",1518,937,194
"0710008",1519,2203,314
"0710009",1520,149,28
"0710010",1521,2065,304
"0710011",1522,937,279
"0710012",1523,513,176
"0710013",1524,0,0
"0710014",1525,182,31
"0710015",1526,685,430
"0730012",1527,574,134
"0730013",1528,557,60
"0730014",1529,737,67
"0730015",1530,1163,404
"0730022",1531,228,79
"0730023",1532,526,65
"0730024",1533,652,218
"0730025",1534,407,90
"0730026",1535,393,157
"0730027",1536,493,145
"0730028",1537,300,30
"0730032",1538,391,61
"0730033",1539,714,188
"0730034",1540,709,82
"0730035",1541,456,131
"0730036",1542,824,148
"0730037",1543,133,77
"0730038",1544,117,118
"0730042",1545,111,365
"0730043",1546,290,206
"0730044",1547,696,83
"0730045",1548,270,105
"0730046",1549,362,63
"0730047",1550,169,12
"0730048",1551,313,36
"0750101",1552,342,40
"0750201",1553,422,38
"0750301",1554,325,81
"0750401",1555,441,59
"0770001",1556,401,74
"0770006",1557,191,42
"0770008",1558,379,59
"0770009",1559,238,35
"0770010",1560,147,21
"0770011",1561,436,39
"0770012",1562,164,28
"0770013",1563,77,14
"0770014",1564,94,12
"0770015",1565,166,33
"0770017",1566,500,84
"0770020",1567,245,16
"0770024",1568,165,13
"0770026",1569,102,11
"0770027",1570,219,27
"0770032",1571,134,7
"0790101",1572,131,34
"0790202",1573,195,41
"0790303",1574,36,1
"0790306",1575,104,36
"0790404",1576,63,24
"0810001",1577,311,28
"0810002",1578,342,26
"0810003",1579,289,39
"0810004",1580,221,33
"0830001",1581,707,69
"0830002",1582,521,88
"0830003",1583,556,75
"0830004",1584,745,90
"083002E",1585,210,27
"0850001",1586,909,772
"0850002",1587,1067,1021
"0850003",1588,164,668
"0850004",1589,705,293
"0850005",1590,498,235
"0850006",1591,441,385
"0850007",1592,444,379
"0850008",1593,1007,352
"0850009",1594,827,561
"0850010",1595,341,78
"0850011",1596,1633,475
"0850012",1597,792,408
"0850013A",1598,1789,478
"0850013B",1599,0,0
"0850014",1600,680,919
"0850015",1601,435,421
"0850016",1602,1128,467
"0850017",1603,955,581
"0850018",1604,361,92
"0850019",1605,637,412
"0850020",1606,429,118
"0850021",1607,1391,1210
"0850022",1608,1715,382
"0850023",1609,321,850
"0850024",1610,388,760
"0850025",1611,1702,1559
"0850026",1612,481,465
"0850027",1613,840,653
"0850028",1614,781,747
"0850029",1615,674,283
"0850030",1616,1686,1124
"0850031",1617,864,572
"0850032",1618,920,664
"0850033",1619,1594,555
"0850034",1620,1134,1398
"0850035",1621,679,142
"0850036",1622,829,445
"0850037",1623,920,157
"0850038",1624,397,414
"0850039",1625,705,899
"0850040",1626,1394,718
"0850041",1627,1630,593
"0850042",1628,663,199
"0850043",1629,929,886
"0850044",1630,329,338
"0850045",1631,1026,579
"0850046",1632,579,852
"0850047",1633,791,749
"0850048",1634,1076,1023
"0850049",1635,916,558
"0850050",1636,454,998
"0850051",1637,279,523
"0850052",1638,637,1366
"0850053",1639,880,592
"0850054",1640,682,968
"0850055",1641,840,1207
"0850056",1642,1058,631
"0850057",1643,1376,1055
"0850058",1644,981,986
"0850059",1645,1352,898
"0850060",1646,1070,380
"0850061",1647,669,435
"0850062",1648,722,760
"0850063",1649,862,508
"0850064",1650,787,764
"0850065",1651,383,332
"0850066",1652,654,587
"0850067",1653,811,702
"0850068",1654,570,530
"0850069",1655,1334,1092
"0850070",1656,765,467
"0850071",1657,622,534
"0850072",1658,542,388
"0850073",1659,377,595
"0850074",1660,592,520
"0850075",1661,815,425
"0850076",1662,1221,899
"0850077",1663,930,1089
"0850078",1664,855,863
"0850079",1665,726,667
"0850080",1666,1107,940
"0850081",1667,799,892
"0850082",1668,762,666
"0850083",1669,1369,642
"0850084",1670,787,670
"0850085",1671,829,938
"0850086",1672,966,776
"0850087",1673,1577,1754
"0850088",1674,270,770
"0850089",1675,949,955
"0850090",1676,1345,700
"0850091",1677,739,633
"0850092",1678,849,833
"0850093",1679,131,17
"0850094",1680,1217,1275
"0850095",1681,908,888
"0850096",1682,275,304
"0850097",1683,706,235
"0850098",1684,431,251
"0850099",1685,73,68
"0850100",1686,7,3
"0850101",1687,1148,903
"0850102",1688,1185,495
"0850103",1689,277,374
"0850104",1690,351,795
"0850105",1691,410,285
"0850106",1692,623,499
"0850107",1693,1079,1001
"0850108",1694,825,893
"0850109",1695,1307,870
"0850110",1696,933,740
"0850111",1697,1715,1030
"0850112",1698,1011,815
"0850113",1699,969,808
"0850114",1700,644,186
"0850115",1701,927,941
"0850116",1702,1695,1233
"0850117",1703,1182,1095
"0850118",1704,1600,889
"0850119",1705,1861,1487
"0850120",1706,1341,819
"0850121",1707,609,1045
"0850122",1708,2090,893
"0850123",1709,740,516
"0850124",1710,874,851
"0850125",1711,1340,1567
"0850126",1712,1437,1123
"0850127",1713,1078,982
"0850128",1714,2358,730
"0850129",1715,1282,953
"0850130",1716,1097,1090
"0850131",1717,1303,685
"0850132",1718,812,871
"0850133",1719,672,579
"0850134",1720,1506,1615
"0850135",1721,1102,1196
"0850136",1722,722,532
"0850137",1723,734,480
"0850138",1724,594,282
"0850139",1725,1079,1317
"0850140",1726,1916,837
"0850141",1727,1048,954
"0850142",1728,928,884
"0850143",1729,785,436
"0850144",1730,944,691
"0850145",1731,442,495
"0850146",1732,1319,1242
"0850147",1733,524,472
"0850148",1734,0,2
"0850149",1735,1399,975
"0850150",1736,387,236
"0850151",1737,431,499
"0850152",1738,11,35
"0850153",1739,1637,1239
"0850154",1740,491,70
"0850155",1741,889,601
"0850156",1742,1149,856
"0850157",1743,1176,1112
"0850158",1744,682,809
"0850159",1745,937,960
"0850160",1746,198,20
"0850161",1747,122,64
"0850162",1748,145,21
"0850163",1749,1129,988
"0850164",1750,503,261
"0850165",1751,394,203
"0850166",1752,1241,1054
"0850167",1753,1231,1535
"0850168",1754,803,325
"0850169",1755,871,862
"0850170",1756,662,351
"0850171",1757,1570,1251
"0850172",1758,1125,575
"0850173",1759,296,121
"0850174",1760,1242,942
"0850175",1761,628,350
"0850176",1762,663,999
"0850177",1763,1304,1029
"0850178",1764,956,289
"0850179",1765,2486,717
"0850180",1766,185,109
"0850181",1767,548,293
"0850182",1768,1,3
"0850183",1769,47,8
"0850184",1770,0,0
"0850185",1771,18,15
"0850186",1772,53,6
"0850187",1773,241,32
"0850188",1774,34,5
"0850189",1775,363,52
"0850190",1776,36,8
"0850191",1777,161,37
"0850192",1778,755,192
"0850193",1779,383,92
"0850194",1780,13,3
"0850195",1781,431,87
"0850196",1782,602,387
"0850197",1783,298,405
"0850198",1784,57,16
"0850199",1785,661,195
"0850200",1786,2,1
"0850201",1787,2,1
"0850202",1788,5,3
"0850203",1789,1296,603
"0850204",1790,155,76
"0850205",1791,14,2
"0850206",1792,606,317
"0850207",1793,1287,832
"0850208",1794,584,240
"0850209",1795,264,198
"0850210",1796,434,531
"0850211",1797,991,826
"0850212",1798,974,1047
"0850213",1799,939,868
"0850214",1800,1701,421
"0850215",1801,680,288
"0850216",1802,1933,760
"0850217",1803,678,368
"0850218",1804,1078,931
"0850219",1805,908,606
"0850220",1806,671,756
"0850221",1807,1821,852
"0850222",1808,860,872
"0850223",1809,707,436
"0850224",1810,848,282
"0850225",1811,950,1069
"0850226",1812,1241,1126
"0850227",1813,1272,1116
"0850228",1814,849,576
"0850229",1815,321,217
"0850230",1816,1476,1528
"0850231",1817,589,559
"0850232",1818,942,559
"0850233",1819,499,233
"0850234",1820,196,217
"0850235",1821,556,561
"0850236",1822,950,500
"0850237",1823,406,416
"0850238",1824,812,682
"0850239",1825,1684,560
"0870101",1826,252,38
"0870201",1827,122,19
"0870202",1828,20,3
"0870301",1829,150,22
"0870302",1830,29,2
"0870401",1831,131,25
"0870402",1832,53,8
"0890101",1833,855,308
"0890102",1834,134,30
"0890103",1835,317,51
"0890201",1836,1321,338
"0890202",1837,277,46
"0890302",1838,609,95
"0890303",1839,341,43
"0890304",1840,269,41
"0890305",1841,790,200
"0890401",1842,156,72
"0890402",1843,628,489
"0910101",1844,1691,731
"0910102",1845,1989,438
"0910103",1846,1899,472
"0910104",1847,1071,296
"0910105",1848,1942,529
"0910106",1849,2293,482
"0910107",1850,1126,310
"0910108",1851,835,236
"0910201",1852,1773,825
"0910202A",1853,427,172
"0910202B",1854,70,26
"0910202C",1855,0,0
"0910203",1856,2251,641
"0910204",1857,1834,490
"0910205",1858,2622,854
"0910206",1859,2693,658
"0910207",1860,1176,287
"0910208",1861,1005,253
"0910301",1862,880,897
"0910302",1863,1713,995
"0910303",1864,220,251
"0910304",1865,1234,798
"0910305",1866,865,392
"0910306",1867,518,301
"0910401",1868,951,383
"0910402",1869,1927,654
"0910403",1870,2651,706
"0910404",1871,1544,425
"0910405",1872,1844,476
"0910406A",1873,2316,860
"0910406B",1874,0,0
"0910407",1875,1949,533
"0930001",1876,677,104
"0930002",1877,650,114
"0930004",1878,44,15
"0930005",1879,294,47
"0930006",1880,199,33
"0930007",1881,140,21
"0930009",1882,100,13
"0930010",1883,183,35
"0930011",1884,246,63
"0930012",1885,805,201
"0930013",1886,113,21
"0930014",1887,62,12
"0930015",1888,238,28
"0930016",1889,57,1
"0950101",1890,215,40
"0950102",1891,48,10
"0950203",1892,93,2
"0950204",1893,50,12
"0950205",1894,64,19
"0950306",1895,139,48
"0950407",1896,62,0
"0950408",1897,124,32
"0970001",1898,493,207
"0970002",1899,77,23
"0970003",1900,214,41
"0970004",1901,213,49
"0970005",1902,476,142
"0970006",1903,273,27
"0970007",1904,720,115
"0970008",1905,423,58
"0970009",1906,722,84
"0970010",1907,1039,175
"0970011",1908,1096,234
"0970012",1909,409,64
"0970014",1910,167,35
"0970015",1911,130,12
"0970017",1912,289,15
"0970018",1913,1089,97
"0970019",1914,231,33
"0970020",1915,258,41
"0970021",1916,770,46
"0970022",1917,1182,176
"0970026",1918,180,61
"0970027",1919,94,36
"0970028",1920,39,14
"0970030",1921,71,41
"0970031",1922,45,23
"0970033",1923,257,34
"0970034",1924,107,106
"0970035",1925,227,137
"0970037",1926,644,168
"0990101",1927,1492,991
"0990102",1928,644,98
"0990103",1929,160,22
"0990104",1930,1214,694
"0990205",1931,1095,219
"0990206",1932,354,341
"0990207",1933,978,704
"0990308",1934,1640,291
"0990309",1935,303,40
"0990310",1936,208,46
"0990311",1937,28,42
"0990412",1938,896,602
"0990413",1939,968,215
"0990414",1940,227,15
"0990415",1941,121,17
"0990416",1942,570,456
"1010101",1943,157,25
"1010201",1944,138,16
"1010301",1945,63,31
"1010401",1946,87,21
"1030001",1947,288,47
"1030002",1948,230,51
"1030003",1949,148,67
"1030004",1950,147,42
"1050001",1951,198,85
"1050002",1952,215,71
"1050003",1953,245,70
"1050004",1954,190,91
"1070011",1955,180,88
"1070027",1956,288,120
"1070039",1957,215,94
"1070044",1958,299,112
"1090001",1959,66,116
"1090002",1960,71,108
"1090004",1961,55,87
"10903-3",1962,15,10
"10903-5",1963,71,92
"1110001",1964,154,12
"1110002",1965,19,0
"1110003",1966,7,0
"1110004",1967,17,0
"1110005",1968,5,0
"1110006",1969,118,15
"1110007",1970,151,32
"1110008",1971,299,40
"1110009",1972,193,37
"1131000",1973,41,245
"1131001",1974,69,286
"1131002",1975,86,446
"1131003",1976,162,1555
"1131004",1977,539,505
"1131005",1978,581,981
"1131006",1979,765,468
"1131007",1980,216,91
"1131008",1981,265,569
"1131009",1982,90,374
"1131010",1983,185,722
"1131011",1984,56,256
"1131012",1985,102,109
"1131013",1986,976,1439
"1131014",1987,327,879
"1131015",1988,485,1023
"1131016",1989,46,122
"1131017",1990,298,450
"1131018",1991,57,108
"1131019",1992,557,1247
"1131020",1993,369,549
"1131021",1994,412,672
"1131022",1995,644,1808
"1131023",1996,577,780
"1131026",1997,104,255
"1131027",1998,531,1284
"1131028",1999,271,536
"1131029",2000,152,600
"1131030",2001,401,749
"1131032",2002,226,248
"1131033",2003,392,407
"1131035",2004,37,84
"1131036",2005,112,334
"1131037",2006,162,436
"1131038",2007,130,728
"1131039",2008,12,106
"1131040",2009,432,985
"1131041",2010,31,274
"1131042",2011,38,389
"1131043",2012,799,668
"1131044",2013,880,647
"1131045",2014,145,628
"1131046",2015,58,137
"1131047",2016,226,520
"1131048",2017,924,952
"1131049",2018,707,774
"1131050",2019,50,53
"1131051",2020,63,88
"1131052",2021,825,1419
"1131054",2022,174,558
"1131055",2023,94,263
"1131056",2024,220,343
"1131057",2025,271,751
"1131058",2026,359,821
"1131059",2027,496,596
"1131060",2028,1267,1804
"1131061",2029,334,622
"1131062",2030,7,10
"1131063",2031,217,614
"1131064",2032,19,49
"1131065A",2033,207,951
"1131065B",2034,0,0
"1131065C",2035,0,0
"1131067",2036,2,3
"1131068",2037,13,17
"1131069",2038,7,29
"1131070",2039,175,742
"1131071A",2040,529,1225
"1131071B",2041,0,0
"1131073",2042,300,1148
"1131074",2043,103,560
"1131075",2044,270,786
"1131076",2045,484,915
"1131077",2046,0,0
"1131078",2047,66,428
"1131079",2048,292,709
"1131080",2049,55,252
"1131081",2050,579,1208
"1131082",2051,16,93
"1131083",2052,150,657
"1131084",2053,376,1534
